"RCode","Orig","Dest","DepFix","Route String","DCNTR","ACNTR","TCNTRs","CoordReq","Play","NavEqp","Length","File","Action","Mods"
"PHLMSY80","KPHL","KMSY","MXE","KPHL MXE PENSY J110 AIR HNN SPAYD VXV NIOLA MERDN TRSSH1 KMSY","ZNY","ZHU","ZDC ZHU ZID ZME ZNY ZOB ZTL","Y","","1","1037","1","Modified","Route String Length"
"PHLMSY80","KPHL","KMSY","MXE","KPHL MXE PENSY J110 AIR HNN SPAYD VXV NIOLA MERDN TRSSH2 KMSY","ZNY","ZHU","ZDC ZHU ZID ZME ZNY ZOB ZTL","Y","","1","1029","2","Modified","Route String Length"
"PHLMSYD1","KPHL","KMSY","OOD","KPHL OOD TEBEE HAYDO TRPOD Q409 CRPLR Q85 MOXXY Q85 KAATT SESUE PANDY TWINS NOKIE MGMRY SJI MNSTR1 KMSY","ZNY","ZHU","ZDC ZHU ZJX ZTL","Y","DELMARVA 1","1","1031","1","Modified","Route String"
"PHLMSYD1","KPHL","KMSY","OOD","KPHL OOD TEBEE HAYDO TRPOD Q409 CRPLR Q85 MOXXY Q85 KAATT SESUE PANDY TWINS NOKIE MGMRY SJI MNSTR2 KMSY","ZNY","ZHU","ZDC ZHU ZJX ZTL","Y","DELMARVA 1","1","1031","2","Modified","Route String"
"PHLMSYDQ","KPHL","KMSY","DQO","KPHL DQO BELAY MORTY LITME HIRCK CLTCH KERRK MAULS Q40 NIOLA MERDN TRSSH1 KMSY","ZNY","ZHU","ZDC ZHU ZME ZNY ZTL","Y","","3","973","1","Modified","Route String Length"
"PHLMSYDQ","KPHL","KMSY","DQO","KPHL DQO BELAY MORTY LITME HIRCK CLTCH KERRK MAULS Q40 NIOLA MERDN TRSSH2 KMSY","ZNY","ZHU","ZDC ZHU ZME ZNY ZTL","Y","","3","964","2","Modified","Route String Length"
"PHLMSYJ6","KPHL","KMSY","MXE","KPHL MXE PENSY J110 FLIRT J6 HVQ VXV NIOLA MERDN TRSSH1 KMSY","ZNY","ZHU","ZDC ZHU ZID ZME ZNY ZTL","N","","1","996","1","Modified","Route String Length"
"PHLMSYJ6","KPHL","KMSY","MXE","KPHL MXE PENSY J110 FLIRT J6 HVQ VXV NIOLA MERDN TRSSH2 KMSY","ZNY","ZHU","ZDC ZHU ZID ZME ZNY ZTL","N","","1","988","2","Modified","Route String Length"
"PHLMSYPH","KPHL","KMSY","STOEN","KPHL STOEN REEFI EMI J48 CSN FANPO Q40 NIOLA MERDN TRSSH1 KMSY","ZNY","ZHU","ZDC ZHU ZME ZNY ZTL","N","","3","973","1","Modified","Route String Length"
"PHLMSYPH","KPHL","KMSY","STOEN","KPHL STOEN REEFI EMI J48 CSN FANPO Q40 NIOLA MERDN TRSSH2 KMSY","ZNY","ZHU","ZDC ZHU ZME ZNY ZTL","N","","3","965","2","Modified","Route String Length"
"PHLPBGPH","KPHL","KPBG","DITCH","KPHL DITCH LUIGI HNNAH LLUND BIZEX CAM GRNMT BTV KPBG","ZNY","ZBW","ZBW ZDC ZNY","N","","1","339","1","Modified","Route String NavEqp"
"PHLPBGPH","KPHL","KPBG","DITCH","KPHL DITCH LUIGI HNNAH LLUND BIZEX CAM GRNMT KPBG","ZNY","ZBW","ZBW ZDC ZNY","N","","2","339","2","Modified","Route String NavEqp"
"PHLPDX36","KPHL","KPDX","DITCH","KPHL DITCH LUIGI HNNAH LAAYK Q436 RAAKK Q440 HUFFR MLP JKNOX HHOOD6 KPDX","ZNY","ZSE","ZAU ZDC ZLC ZMP ZNY ZOB ZSE","Y","","2","2231","1","Modified","Length"
"PHLPDX36","KPHL","KPDX","DITCH","KPHL DITCH LUIGI HNNAH LAAYK Q436 RAAKK Q440 HUFFR MLP JKNOX HHOOD6 KPDX","ZNY","ZSE","ZAU ZDC ZLC ZMP ZNY ZOB ZSE","Y","","2","2239","2","Modified","Length"
"PHLPDX60","KPHL","KPDX","PTW","KPHL PTW SARAA RAV PSB J60 DJB CPONE JOT J60 LNK ONL J151 BIL J16 PDT JKNOX HHOOD6 KPDX","ZNY","ZSE","ZAU ZDC ZDV ZLC ZMP ZNY ZOB ZSE","N","","1","2181","1","Modified","Length"
"PHLPDX60","KPHL","KPDX","PTW","KPHL PTW SARAA RAV PSB J60 DJB CPONE JOT J60 LNK ONL J151 BIL J16 PDT JKNOX HHOOD6 KPDX","ZNY","ZSE","ZAU ZDC ZDV ZLC ZMP ZNY ZOB ZSE","N","","1","2189","2","Modified","Length"
"PHLPDX64","KPHL","KPDX","PTW","KPHL PTW SARAA RAV J64 FWA WHETT DARCY EDENS LMN PWE ONL J151 BIL J16 PDT JKNOX HHOOD6 KPDX","ZNY","ZSE","ZAU ZDC ZDV ZLC ZMP ZNY ZOB ZSE","N","","1","2211","1","Modified","Length"
"PHLPDX64","KPHL","KPDX","PTW","KPHL PTW SARAA RAV J64 FWA WHETT DARCY EDENS LMN PWE ONL J151 BIL J16 PDT JKNOX HHOOD6 KPDX","ZNY","ZSE","ZAU ZDC ZDV ZLC ZMP ZNY ZOB ZSE","N","","1","2219","2","Modified","Length"
"PHLPDX80","KPHL","KPDX","MXE","KPHL MXE PENSY J110 AIR J80 MCI LNK ONL J151 BIL J16 PDT JKNOX HHOOD6 KPDX","ZNY","ZSE","ZDC ZDV ZID ZKC ZLC ZMP ZNY ZOB ZSE","N","","1","2222","1","Modified","Length"
"PHLPDX80","KPHL","KPDX","MXE","KPHL MXE PENSY J110 AIR J80 MCI LNK ONL J151 BIL J16 PDT JKNOX HHOOD6 KPDX","ZNY","ZSE","ZDC ZDV ZID ZKC ZLC ZMP ZNY ZOB ZSE","N","","1","2230","2","Modified","Length"
"PHLPDX95","KPHL","KPDX","DITCH","KPHL DITCH LUIGI HNNAH Q450 JFK CFB Q818 DERLO HOCKE GRB GEP J70 ABR J32 DPR J16 PDT JKNOX HHOOD6 KPDX","ZNY","ZSE","CZY ZDC ZLC ZMP ZNY ZOB ZSE","Y","","1","2354","1","Modified","Length"
"PHLPDX95","KPHL","KPDX","DITCH","KPHL DITCH LUIGI HNNAH Q450 JFK CFB Q818 DERLO HOCKE GRB GEP J70 ABR J32 DPR J16 PDT JKNOX HHOOD6 KPDX","ZNY","ZSE","CZY ZDC ZLC ZMP ZNY ZOB ZSE","Y","","1","2361","2","Modified","Length"
"PHLPDXJ6","KPHL","KPDX","MXE","KPHL MXE PENSY J110 FLIRT J6 COLNS Q176 BUM HCT BFF DBS J82 DNJ J20 PDT JKNOX HHOOD6 KPDX","ZNY","ZSE","ZDC ZDV ZID ZKC ZLC ZMP ZNY ZSE","N","","1","2254","1","Modified","Length"
"PHLPDXJ6","KPHL","KPDX","MXE","KPHL MXE PENSY J110 FLIRT J6 COLNS Q176 BUM HCT BFF DBS J82 DNJ J20 PDT JKNOX HHOOD6 KPDX","ZNY","ZSE","ZDC ZDV ZID ZKC ZLC ZMP ZNY ZSE","N","","1","2262","2","Modified","Length"
"PHLSRQ48","KPHL","KSRQ","STOEN","KPHL STOEN REEFI EMI J48 MOL FLASK GOWBE BURGG KYYUU LUBBR4 KSRQ","ZNY","ZMA","ZDC ZJX ZMA ZNY ZTL","N","","1","905","1","Modified","Length"
"PHLSRQ48","KPHL","KSRQ","STOEN","KPHL STOEN REEFI EMI J48 MOL FLASK GOWBE BURGG KYYUU LUBBR4 KSRQ","ZNY","ZMA","ZDC ZJX ZMA ZNY ZTL","N","","1","912","2","Modified","Length"
"PHLSRQ80","KPHL","KSRQ","MXE","KPHL MXE PENSY J110 AIR HVQ Q147 BURGG KYYUU LUBBR4 KSRQ","ZNY","ZMA","ZDC ZID ZJX ZMA ZNY ZOB ZTL","Y","","1","1025","1","Modified","Length"
"PHLSRQ80","KPHL","KSRQ","MXE","KPHL MXE PENSY J110 AIR HVQ Q147 BURGG KYYUU LUBBR4 KSRQ","ZNY","ZMA","ZDC ZID ZJX ZMA ZNY ZOB ZTL","Y","","1","1032","2","Modified","Length"
"PHLSRQDQ","KPHL","KSRQ","DQO","KPHL DQO BELAY MORTY LITME HIRCK JDUBB RRSIN GSO Q75 SLOJO Q103 PUPYY KYYUU LUBBR4 KSRQ","ZNY","ZMA","ZDC ZJX ZMA ZNY ZTL","Y","","1","872","1","Modified","Length"
"PHLSRQDQ","KPHL","KSRQ","DQO","KPHL DQO BELAY MORTY LITME HIRCK JDUBB RRSIN GSO Q75 SLOJO Q103 PUPYY KYYUU LUBBR4 KSRQ","ZNY","ZMA","ZDC ZJX ZMA ZNY ZTL","Y","","1","879","2","Modified","Length"
"PHLSRQJ6","KPHL","KSRQ","MXE","KPHL MXE PENSY J110 FLIRT J6 HVQ Q147 BURGG KYYUU LUBBR4 KSRQ","ZNY","ZMA","ZDC ZID ZJX ZMA ZNY ZTL","N","","1","983","1","Modified","Length"
"PHLSRQJ6","KPHL","KSRQ","MXE","KPHL MXE PENSY J110 FLIRT J6 HVQ Q147 BURGG KYYUU LUBBR4 KSRQ","ZNY","ZMA","ZDC ZID ZJX ZMA ZNY ZTL","N","","1","990","2","Modified","Length"
"PHLSRQKA","KPHL","KSRQ","OOD","KPHL OOD TEBEE HAYDO TRPOD Q409 PUPYY KYYUU LUBBR4 KSRQ","ZNY","ZMA","ZDC ZJX ZMA","N","","1","858","1","Modified","Length"
"PHLSRQKA","KPHL","KSRQ","OOD","KPHL OOD TEBEE HAYDO TRPOD Q409 PUPYY KYYUU LUBBR4 KSRQ","ZNY","ZMA","ZDC ZJX ZMA","N","","1","865","2","Modified","Length"
"PHLSRQPH","KPHL","KSRQ","STOEN","KPHL STOEN Q75 SLOJO Q103 PUPYY KYYUU LUBBR4 KSRQ","ZNY","ZMA","ZDC ZJX ZMA ZNY ZTL","N","","1","867","1","Modified","Length"
"PHLSRQPH","KPHL","KSRQ","STOEN","KPHL STOEN Q75 SLOJO Q103 PUPYY KYYUU LUBBR4 KSRQ","ZNY","ZMA","ZDC ZJX ZMA ZNY ZTL","N","","1","874","2","Modified","Length"
"PHXBWIEC","KPHX","KBWI","PHASE","KPHX ECLPS1 ECLPS KATMN SSO ONM ACH TOTOE ICT BUM STL IIU ZIEBR SITTR CJAAE RAVNN8 KBWI","ZAB","ZDC","ZAB ZDC ZID ZKC","N","","1","1885","1","Modified","Route String Length"
"PHXBWIEC","KPHX","KBWI","PHASE","KPHX ECLPS1 ECLPS KATMN SSO ONM ACH TOTOE ICT BUM STL IIU ZIEBR SITTR CJAAE RAVNN9 KBWI","ZAB","ZDC","ZAB ZDC ZID ZKC","N","","1","1845","2","Modified","Route String Length"
"PHXBWIEZ","KPHX","KBWI","PHASE","KPHX ECLPS1 PHASE EWM J66 ABI J4 FUZ UIM ELD IZAAC Q30 VLKNN THRSR KBLER KELLN Q58 PEETT THHMP RAVNN8 KBWI","ZAB","ZDC","ZAB ZDC ZFW ZME ZTL","Y","VLKNN","1","1973","1","Modified","Route String Length"
"PHXBWIEZ","KPHX","KBWI","PHASE","KPHX ECLPS1 PHASE EWM J66 ABI J4 FUZ UIM ELD IZAAC Q30 VLKNN THRSR KBLER KELLN Q58 PEETT THHMP RAVNN9 KBWI","ZAB","ZDC","ZAB ZDC ZFW ZME ZTL","Y","VLKNN","1","1948","2","Modified","Route String Length"
"PHXBWIMR","KPHX","KBWI","JARPA","KPHX MRBIL1 JARPA GUP FTI CIM TOTOE ICT BUM STL IIU ZIEBR SITTR CJAAE RAVNN8 KBWI","ZAB","ZDC","ZAB ZDC ZID ZKC","N","","1","1875","1","Modified","Route String TCNTRs Length"
"PHXBWIMR","KPHX","KBWI","JARPA","KPHX MRBIL1 JARPA RSK ALS LAA BUM STL IIU ZIEBR SITTR CJAAE RAVNN9 KBWI","ZAB","ZDC","ZAB ZDC ZDV ZID ZKC","N","","1","1809","2","Modified","Route String TCNTRs Length"
"PHXBWIST","KPHX","KBWI","BNYRD","KPHX STRRM1 TUS NOCHI SSO ONM ACH TOTOE ICT BUM STL IIU ZIEBR SITTR CJAAE RAVNN8 KBWI","ZAB","ZDC","ZAB ZDC ZID ZKC","N","","1","1926","1","Modified","Route String Length"
"PHXBWIST","KPHX","KBWI","BNYRD","KPHX STRRM1 TUS NOCHI SSO ONM ACH TOTOE ICT BUM STL IIU ZIEBR SITTR CJAAE RAVNN9 KBWI","ZAB","ZDC","ZAB ZDC ZID ZKC","N","","1","1887","2","Modified","Route String Length"
"PHXBWITM","KPHX","KBWI","TMACK","KPHX PXR J65 TMACK ONM ACH TOTOE ICT BUM STL IIU ZIEBR SITTR CJAAE RAVNN8 KBWI","ZAB","ZDC","ZAB ZDC ZID ZKC","Y","","1","1837","1","Modified","Route String Length"
"PHXBWITM","KPHX","KBWI","TMACK","KPHX PXR J65 TMACK ONM ACH TOTOE ICT BUM STL IIU ZIEBR SITTR CJAAE RAVNN9 KBWI","ZAB","ZDC","ZAB ZDC ZID ZKC","Y","","1","1797","2","Modified","Route String Length"
"PHXCLTBR","KPHX","KCLT","MAXXO","KPHX BROAK1 MAXXO CNX J74 IRW FSM ARG BNA TAZZA FILPZ4 KCLT","ZAB","ZTL","ZAB ZFW ZME ZTL","N","","2","1568","1","Modified","Route String Length"
"PHXCLTBR","KPHX","KCLT","MAXXO","KPHX BROAK1 MAXXO CNX J74 IRW FSM ARG BNA TAZZA FILPZ5 KCLT","ZAB","ZTL","ZAB ZFW ZME ZTL","N","","2","1549","2","Modified","Route String Length"
"PHXCLTEC","KPHX","KCLT","PHASE","KPHX ECLPS1 ECLPS KATMN SSO ONM CNX J74 IRW FSM ARG BNA TAZZA FILPZ4 KCLT","ZAB","ZTL","ZAB ZFW ZME ZTL","N","","1","1634","1","Modified","Route String Length"
"PHXCLTEC","KPHX","KCLT","PHASE","KPHX ECLPS1 ECLPS KATMN SSO ONM CNX J74 IRW FSM ARG BNA TAZZA FILPZ5 KCLT","ZAB","ZTL","ZAB ZFW ZME ZTL","N","","1","1615","2","Modified","Route String Length"
"PHXCLTEL","KPHX","KCLT","PHASE","KPHX ECLPS1 PHASE EWM J66 ABI J4 FUZ UIM ELD IZAAC Q30 VLKNN THRSR BESTT JONZE5 KCLT","ZAB","ZTL","ZAB ZFW ZME ZTL","N","CLT NO FILPZ","1","1626","1","Modified","Route String Length"
"PHXCLTEL","KPHX","KCLT","PHASE","KPHX ECLPS1 PHASE EWM J66 ABI J4 FUZ UIM ELD IZAAC Q30 VLKNN THRSR BESTT JONZE6 KCLT","ZAB","ZTL","ZAB ZFW ZME ZTL","N","CLT NO FILPZ","1","1621","2","Modified","Route String Length"
"PHXCLTFR","KPHX","KCLT","SJN","KPHX FORPE1 SJN J74 IRW FSM ARG BNA TAZZA FILPZ4 KCLT","ZAB","ZTL","ZAB ZFW ZME ZTL","N","","2","1571","1","Modified","Route String Length"
"PHXCLTFR","KPHX","KCLT","SJN","KPHX FORPE1 SJN J74 IRW FSM ARG BNA TAZZA FILPZ5 KCLT","ZAB","ZTL","ZAB ZFW ZME ZTL","N","","2","1552","2","Modified","Route String Length"
"PHXCLTMR","KPHX","KCLT","JARPA","KPHX MRBIL1 JARPA RSK J58 FTI DANKS IFI TUL ARG BNA TAZZA FILPZ4 KCLT","ZAB","ZTL","ZAB ZDV ZFW ZKC ZME ZTL","N","","2","1644","1","Modified","Route String Length"
"PHXCLTMR","KPHX","KCLT","JARPA","KPHX MRBIL1 JARPA RSK J58 FTI DANKS IFI TUL ARG BNA TAZZA FILPZ5 KCLT","ZAB","ZTL","ZAB ZDV ZFW ZKC ZME ZTL","N","","2","1626","2","Modified","Route String Length"
"PHXCLTST","KPHX","KCLT","BNYRD","KPHX STRRM1 TUS J2 ELP J50 ABI J4 FUZ J42 TXK J52 SUTTN IZAAC Q30 VLKNN THRSR BESTT JONZE5 KCLT","ZAB","ZTL","ZAB ZFW ZME ZTL","N","","1","1669","1","Modified","Route String Length"
"PHXCLTST","KPHX","KCLT","BNYRD","KPHX STRRM1 TUS J2 ELP J50 ABI J4 FUZ J42 TXK J52 SUTTN IZAAC Q30 VLKNN THRSR BESTT JONZE6 KCLT","ZAB","ZTL","ZAB ZFW ZME ZTL","N","","1","1663","2","Modified","Route String Length"
"PHXCLTTE","KPHX","KCLT","OLIIN","KPHX TFD4 OLIIN J2 ELP J50 ABI J4 FUZ J42 TXK J52 SUTTN IZAAC Q30 VLKNN THRSR BESTT JONZE5 KCLT","ZAB","ZTL","ZAB ZFW ZME ZTL","N","","1","1652","1","Modified","Route String Length"
"PHXCLTTE","KPHX","KCLT","OLIIN","KPHX TFD4 OLIIN J2 ELP J50 ABI J4 FUZ J42 TXK J52 SUTTN IZAAC Q30 VLKNN THRSR BESTT JONZE6 KCLT","ZAB","ZTL","ZAB ZFW ZME ZTL","N","","1","1647","2","Modified","Route String Length"
"PHXCLTTM","KPHX","KCLT","TMACK","KPHX PXR J65 TMACK ONM CNX J74 IRW FSM ARG BNA TAZZA FILPZ4 KCLT","ZAB","ZTL","ZAB ZFW ZME ZTL","Y","","2","1586","1","Modified","Route String Length"
"PHXCLTTM","KPHX","KCLT","TMACK","KPHX PXR J65 TMACK ONM CNX J74 IRW FSM ARG BNA TAZZA FILPZ5 KCLT","ZAB","ZTL","ZAB ZFW ZME ZTL","Y","","2","1567","2","Modified","Route String Length"
"PHXFLLBR","KPHX","KFLL","MAXXO","KPHX BROAK1 MAXXO CNX J74 TXO J72 SPS J58 AEX J50 CEW J2 DEFUN TEEKY4 KFLL","ZAB","ZMA","ZAB ZFW ZHU ZJX ZMA","N","","1","1785","1","Modified","Length"
"PHXFLLBR","KPHX","KFLL","MAXXO","KPHX BROAK1 MAXXO CNX J74 TXO J72 SPS J58 AEX J50 CEW J2 DEFUN TEEKY4 KFLL","ZAB","ZMA","ZAB ZFW ZHU ZJX ZMA","N","","1","1825","2","Modified","Length"
"PHXFLLEC","KPHX","KFLL","PHASE","KPHX ECLPS1 PHASE ELP J50 ABI J50 CEW J2 DEFUN TEEKY4 KFLL","ZAB","ZMA","ZAB ZFW ZHU ZJX ZMA","N","","1","1786","1","Modified","Length"
"PHXFLLEC","KPHX","KFLL","PHASE","KPHX ECLPS1 PHASE ELP J50 ABI J50 CEW J2 DEFUN TEEKY4 KFLL","ZAB","ZMA","ZAB ZFW ZHU ZJX ZMA","N","","1","1826","2","Modified","Length"
"PHXFLLFR","KPHX","KFLL","SJN","KPHX FORPE1 SJN J74 TXO J72 SPS J58 AEX J50 CEW J2 DEFUN TEEKY4 KFLL","ZAB","ZMA","ZAB ZFW ZHU ZJX ZMA","N","","2","1789","1","Modified","Length"
"PHXFLLFR","KPHX","KFLL","SJN","KPHX FORPE1 SJN J74 TXO J72 SPS J58 AEX J50 CEW J2 DEFUN TEEKY4 KFLL","ZAB","ZMA","ZAB ZFW ZHU ZJX ZMA","N","","2","1829","2","Modified","Length"
"PHXFLLMR","KPHX","KFLL","JARPA","KPHX MRBIL1 JARPA GUP J8 FTI J58 AEX J50 CEW J2 DEFUN TEEKY4 KFLL","ZAB","ZMA","ZAB ZFW ZHU ZJX ZMA","N","","2","1858","1","Modified","Length"
"PHXFLLMR","KPHX","KFLL","JARPA","KPHX MRBIL1 JARPA GUP J8 FTI J58 AEX J50 CEW J2 DEFUN TEEKY4 KFLL","ZAB","ZMA","ZAB ZFW ZHU ZJX ZMA","N","","2","1899","2","Modified","Length"
"PHXFLLQU","KPHX","KFLL","JARPA","KPHX QUAKY1 JARPA GUP J8 FTI J58 AEX J50 CEW J2 DEFUN TEEKY4 KFLL","ZAB","ZMA","ZAB ZFW ZHU ZJX ZMA","N","","2","1888","1","Modified","Length"
"PHXFLLQU","KPHX","KFLL","JARPA","KPHX QUAKY1 JARPA GUP J8 FTI J58 AEX J50 CEW J2 DEFUN TEEKY4 KFLL","ZAB","ZMA","ZAB ZFW ZHU ZJX ZMA","N","","2","1928","2","Modified","Length"
"PHXFLLST","KPHX","KFLL","BNYRD","KPHX STRRM1 TUS J2 ELP J50 ABI J50 CEW J2 DEFUN TEEKY4 KFLL","ZAB","ZMA","ZAB ZFW ZHU ZJX ZMA","N","","1","1823","1","Modified","Length"
"PHXFLLST","KPHX","KFLL","BNYRD","KPHX STRRM1 TUS J2 ELP J50 ABI J50 CEW J2 DEFUN TEEKY4 KFLL","ZAB","ZMA","ZAB ZFW ZHU ZJX ZMA","N","","1","1863","2","Modified","Length"
"PHXFLLTM","KPHX","KFLL","TMACK","KPHX PXR J65 TMACK ONM CNX J74 TXO J72 SPS J58 AEX J50 CEW J2 DEFUN TEEKY4 KFLL","ZAB","ZMA","ZAB ZFW ZHU ZJX ZMA","Y","","1","1804","1","Modified","Length"
"PHXFLLTM","KPHX","KFLL","TMACK","KPHX PXR J65 TMACK ONM CNX J74 TXO J72 SPS J58 AEX J50 CEW J2 DEFUN TEEKY4 KFLL","ZAB","ZMA","ZAB ZFW ZHU ZJX ZMA","Y","","1","1844","2","Modified","Length"
"PHXMIAEC","KPHX","KMIA","PHASE","KPHX ECLPS1 PHASE ELP J2 FST J86 IAH J2 DEFUN FROGZ5 KMIA","ZAB","ZMA","ZAB ZHU ZJX ZMA","N","","1","1800","1","Modified","Length"
"PHXMIAEC","KPHX","KMIA","PHASE","KPHX ECLPS1 PHASE ELP J2 FST J86 IAH J2 DEFUN FROGZ5 KMIA","ZAB","ZMA","ZAB ZHU ZJX ZMA","N","","1","1849","2","Modified","Length"
"PHXMIAST","KPHX","KMIA","BNYRD","KPHX STRRM1 TUS J2 ELP J2 FST J86 IAH J2 DEFUN FROGZ5 KMIA","ZAB","ZMA","ZAB ZHU ZJX ZMA","N","","1","1837","1","Modified","Length"
"PHXMIAST","KPHX","KMIA","BNYRD","KPHX STRRM1 TUS J2 ELP J2 FST J86 IAH J2 DEFUN FROGZ5 KMIA","ZAB","ZMA","ZAB ZHU ZJX ZMA","N","","1","1885","2","Modified","Length"
"PHXMIATM","KPHX","KMIA","TMACK","KPHX PXR J65 TMACK ONM CNX J15 JCT J86 IAH J2 DEFUN FROGZ5 KMIA","ZAB","ZMA","ZAB ZFW ZHU ZJX ZMA","Y","","1","1873","1","Modified","Length"
"PHXMIATM","KPHX","KMIA","TMACK","KPHX PXR J65 TMACK ONM CNX J15 JCT J86 IAH J2 DEFUN FROGZ5 KMIA","ZAB","ZMA","ZAB ZFW ZHU ZJX ZMA","Y","","1","1922","2","Modified","Length"
"PHXMSPBR","KPHX","KMSP","MAXXO","KPHX BROAK1 MAXXO ABQ J18 FTI TBE LAA GLD OBH FSD SSWAN TORGY4 KMSP","ZAB","ZMP","ZAB ZDV ZMP","N","","1","1199","1","Modified","Length"
"PHXMSPBR","KPHX","KMSP","MAXXO","KPHX BROAK1 MAXXO ABQ J18 FTI TBE LAA GLD OBH FSD SSWAN TORGY4 KMSP","ZAB","ZMP","ZAB ZDV ZMP","N","","1","1209","2","Modified","Length"
"PHXMSPEC","KPHX","KMSP","ECLPS","KPHX ECLPS1 ECLPS KATMN SSO J104 FTI TBE LAA GLD OBH FSD SSWAN TORGY4 KMSP","ZAB","ZMP","ZAB ZDV ZMP","Y","","1","1244","1","Modified","Length"
"PHXMSPEC","KPHX","KMSP","ECLPS","KPHX ECLPS1 ECLPS KATMN SSO J104 FTI TBE LAA GLD OBH FSD SSWAN TORGY4 KMSP","ZAB","ZMP","ZAB ZDV ZMP","Y","","1","1254","2","Modified","Length"
"PHXMSPFR","KPHX","KMSP","ABQ","KPHX FORPE1 ABQ J18 FTI TBE LAA GLD OBH FSD SSWAN TORGY4 KMSP","ZAB","ZMP","ZAB ZDV ZMP","N","","1","1162","1","Modified","Length"
"PHXMSPFR","KPHX","KMSP","ABQ","KPHX FORPE1 ABQ J18 FTI TBE LAA GLD OBH FSD SSWAN TORGY4 KMSP","ZAB","ZMP","ZAB ZDV ZMP","N","","1","1172","2","Modified","Length"
"PHXMSPMB","KPHX","KMSP","JARPA","KPHX MRBIL1 JARPA RSK ALS ONL ROKKK NITZR4 KMSP","ZAB","ZMP","ZAB ZDV ZMP","Y","MSP BAINY","1","1193","1","Modified","Length"
"PHXMSPMB","KPHX","KMSP","JARPA","KPHX MRBIL1 JARPA RSK ALS ONL ROKKK NITZR4 KMSP","ZAB","ZMP","ZAB ZDV ZMP","Y","MSP BAINY","1","1202","2","Modified","Length"
"PHXMSPMR","KPHX","KMSP","JARPA","KPHX MRBIL1 JARPA RSK J10 LBF ONL J114 FSD SSWAN TORGY4 KMSP","ZAB","ZMP","ZAB ZDV ZMP","Y","MSP BAINY","1","1134","1","Modified","Length"
"PHXMSPMR","KPHX","KMSP","JARPA","KPHX MRBIL1 JARPA RSK J10 LBF ONL J114 FSD SSWAN TORGY4 KMSP","ZAB","ZMP","ZAB ZDV ZMP","Y","MSP BAINY","1","1144","2","Modified","Length"
"PHXMSPQU","KPHX","KMSP","JARPA","KPHX QUAKY1 JARPA RSK ALS ONL ROKKK NITZR4 KMSP","ZAB","ZMP","ZAB ZDV ZMP","Y","MSP BAINY","1","1222","1","Modified","Length"
"PHXMSPQU","KPHX","KMSP","JARPA","KPHX QUAKY1 JARPA RSK ALS ONL ROKKK NITZR4 KMSP","ZAB","ZMP","ZAB ZDV ZMP","Y","MSP BAINY","1","1231","2","Modified","Length"
"PHXMSPST","KPHX","KMSP","BNYRD","KPHX STRRM1 TUS NOCHI SSO J104 FTI TBE LAA GLD OBH FSD SSWAN TORGY4 KMSP","ZAB","ZMP","ZAB ZDV ZMP","N","","1","1285","1","Modified","Length"
"PHXMSPST","KPHX","KMSP","BNYRD","KPHX STRRM1 TUS NOCHI SSO J104 FTI TBE LAA GLD OBH FSD SSWAN TORGY4 KMSP","ZAB","ZMP","ZAB ZDV ZMP","N","","1","1296","2","Modified","Length"
"PHXMSPTM","KPHX","KMSP","TMACK","KPHX PXR J65 TMACK J104 FTI TBE LAA GLD OBH FSD SSWAN TORGY4 KMSP","ZAB","ZMP","ZAB ZDV ZMP","Y","","1","1196","1","Modified","Length"
"PHXMSPTM","KPHX","KMSP","TMACK","KPHX PXR J65 TMACK J104 FTI TBE LAA GLD OBH FSD SSWAN TORGY4 KMSP","ZAB","ZMP","ZAB ZDV ZMP","Y","","1","1206","2","Modified","Length"
"PHXPDXMR","KPHX","KPDX","YOOPR","KPHX MRBIL1 YOOPR DVC JNC J15 IMB JOTBA HHOOD6 KPDX","ZAB","ZSE","ZAB ZDV ZLC ZSE","N","","2","1114","1","Modified","Length"
"PHXPDXMR","KPHX","KPDX","YOOPR","KPHX MRBIL1 YOOPR DVC JNC J15 IMB JOTBA HHOOD6 KPDX","ZAB","ZSE","ZAB ZDV ZLC ZSE","N","","2","1123","2","Modified","Length"
"PHXPDXQU","KPHX","KPDX","GCN","KPHX QUAKY1 GCN BCE J11 TCH J15 IMB JOTBA HHOOD6 KPDX","ZAB","ZSE","ZAB ZLA ZLC ZSE","N","","2","1004","1","Modified","Length"
"PHXPDXQU","KPHX","KPDX","GCN","KPHX QUAKY1 GCN BCE J11 TCH J15 IMB JOTBA HHOOD6 KPDX","ZAB","ZSE","ZAB ZLA ZLC ZSE","N","","2","1013","2","Modified","Length"
"PITBWIW1","KPIT","KBWI","DILNE","KPIT DILNE TVTRN APE HVQ SITTR CJAAE RAVNN8 KBWI","ZOB","ZDC","ZDC ZID ZOB","Y","","2","541","1","Modified","Route String Length"
"PITBWIW1","KPIT","KBWI","DILNE","KPIT DILNE TVTRN APE HVQ SITTR CJAAE RAVNN9 KBWI","ZOB","ZDC","ZDC ZID ZOB","Y","","2","502","2","Modified","Route String Length"
"PITCLTP1","KPIT","KCLT","AHTIY","KPIT AHTIY BURGS HVQ LNDIZ PARQR4 KCLT","ZOB","ZTL","ZID ZOB ZTL","N","","2","352","1","Modified","Route String Length"
