"Orig","Route String","Dest","Hours1","Type","Area","Altitude","Aircraft","Direction","Seq","DCNTR","ACNTR","File","Action","Mods"
"IAD","IAD WOOLY AGARD WNSTN T320 RICED RICED4 HPN","HPN","1100-0300","L","","90-170 INCL","","","1","ZDC","ZNY","1","Modified","Route String Hours1 Area Aircraft"
"IAD","IAD WOOLY AGARD WNSTN T320 BRIGS EEGOR1 HPN","HPN","","L","TO DXR, HPN","90-170 INCL","ACFT 210K OR GREATER: RNAV 1 - DME/DME/IRU OR GPS","","1","ZDC","ZNY","2","Modified","Route String Hours1 Area Aircraft"
"IAD","IAD RNLDI4 OTTTO FAIIR JBIZZ BRROW GAVNN LUK","LUK","","H","","","","","1","ZDC","ZID","1","Modified","Route String Area Aircraft"
"IAD","IAD RNLDI4 OTTTO COLNS GAVNN8 LUK","LUK","","H","TO CVG, HAO, LUK I69 ","","JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS","","1","ZDC","ZID","2","Modified","Route String Area Aircraft"
"IAD","IAD CLTCH3 MAULS Q40 NIOLA MERDN TRSSH1 MSY","MSY","1100-0300","H","TO MSY,NEW,NBG","","TURBOJETS","","1","ZDC","ZHU","1","Modified","Route String Hours1 Aircraft"
"IAD","IAD CLTCH3 MAULS Q40 NIOLA MERDN TRSSH2 MSY","MSY","","H","TO MSY,NEW,NBG","","JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS","","1","ZDC","ZHU","2","Modified","Route String Hours1 Aircraft"
"IAD","IAD WOOLY2 SWANN BROSS Q419 RBV Q22 LLUND BIZEX CAM GRNMT BTV PBG","PBG","","H","","","","","1","ZDC","ZBW","1","Modified","Route String Aircraft"
"IAD","IAD WOOLY2 SWANN BROSS Q419 RBV Q22 LLUND BIZEX CAM GRNMT PBG","PBG","","H","","","JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS.","","1","ZDC","ZBW","2","Modified","Route String Aircraft"
"IAH","IAH GUMBY3 GUSTI Q22 CATLN Q56 KELLN Q58 PEETT THHMP RAVNN8 BWI","BWI","","H","","","TURBOJETS","","1","ZHU","ZDC","1","Modified","Route String Area Aircraft"
"IAH","IAH GUMBY3 GUSTI Q22 CATLN Q56 KELLN Q58 PEETT THHMP RAVNN9 BWI","BWI","","H","TO BWI, MTN","","JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS REQUIRED","","1","ZHU","ZDC","2","Modified","Route String Area Aircraft"
"IAH","IAH MMUGS4 GUSTI Q22 CATLN Q56 KELLN Q58 PEETT THHMP RAVNN8 BWI","BWI","","H","","","TURBOJETS","","3","ZHU","ZDC","1","Modified","Route String Area Aircraft"
"IAH","IAH MMUGS4 GUSTI Q22 CATLN Q56 KELLN Q58 PEETT THHMP RAVNN9 BWI","BWI","","H","TO BWI, MTN","","JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS REQUIRED","","3","ZHU","ZDC","2","Modified","Route String Area Aircraft"
"IAH","IAH GUMBY3 GUSTI Q22 CATLN BESTT JONZE5 CLT","CLT","1400-0100","H","","","TURBOJETS","","1","ZHU","ZTL","1","Modified","Route String"
"IAH","IAH GUMBY3 GUSTI Q22 CATLN BESTT JONZE6 CLT","CLT","1400-0100","H","","","TURBOJETS","","1","ZHU","ZTL","2","Modified","Route String"
"IAH","IAH MMUGS4 GUSTI Q22 CATLN BESTT JONZE5 CLT","CLT","1400-0100","H","","","TURBOJETS","","2","ZHU","ZTL","1","Modified","Route String"
"IAH","IAH MMUGS4 GUSTI Q22 CATLN BESTT JONZE6 CLT","CLT","1400-0100","H","","","TURBOJETS","","2","ZHU","ZTL","2","Modified","Route String"
"ILM","ILM OKNEE MLLET3 CLT","CLT","","H","","AOB FL220","","","1","ZDC","ZTL","1","Modified","Route String"
"ILM","ILM OKNEE MLLET4 CLT","CLT","","H","","AOB FL220","","","1","ZDC","ZTL","2","Modified","Route String"
"ISP","ISP BEADS EMJAY Q167 ZIZZI KNUKK ATR LAFLN MIIDY3 BWI","BWI","","H","TO BWI,MTN","","","","1","ZNY","ZDC","1","Modified","Route String Aircraft"
"ISP","ISP BEADS EMJAY Q167 ZIZZI KNUKK ATR LAFLN MIIDY4 BWI","BWI","","H","TO BWI,MTN","","JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS REQUIRED","","1","ZNY","ZDC","2","Modified","Route String Aircraft"
"ITH","ITH COLTS GIGGY2 DET","DET","","H","TO DETROIT SATS(DET,CYQG ONLY)","","DME/DME/IRU OR GPS REQUIRED","","1","ZNY","ZOB","1","Modified","Area Aircraft"
"ITH","ITH COLTS GIGGY2 DET","DET","","H","TO DET, ONZ, TTF","","RNAV 1 - DME/DME/IRU OR GPS","","1","ZNY","ZOB","2","Modified","Area Aircraft"
"JAX","JAX CROSB2 WISPR JROSS Q87 RAYVO Q113 AARNN THHMP RAVNN8 BWI","BWI","","H","TO BWI,DMW,MTN","","","","1","ZJX","ZDC","1","Modified","Route String Area Aircraft"
"JAX","JAX CROSB2 WISPR JROSS Q87 RAYVO Q113 AARNN THHMP RAVNN9 BWI","BWI","","H","TO BWI, MTN","","JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS REQUIRED","","1","ZJX","ZDC","2","Modified","Route String Area Aircraft"
"JAX","JAX CROSB2 WISPR CHECR STOCR4 CLT","CLT","","H","","","","","1","ZJX","ZTL","1","Modified","Route String"
"JAX","JAX CROSB2 WISPR CHECR STOCR5 CLT","CLT","","H","","","","","1","ZJX","ZTL","2","Modified","Route String"
"JAX","JAX BRSTL1 BAXLY PONZE BANKR5 CLT","CLT","","H","","","","","2","ZJX","ZTL","1","Modified","Route String"
"JAX","JAX BRSTL1 BAXLY PONZE BANKR6 CLT","CLT","","H","","","","","2","ZJX","ZTL","2","Modified","Route String"
"JFK","JFK GREKI V419 JUDDS CAM GRNMT BTV BTV","BTV","","H","","","","","1","ZNY","ZBW","1","Modified","Route String"
"JFK","JFK GREKI V419 JUDDS CAM GRNMT BTV","BTV","","H","","","","","1","ZNY","ZBW","2","Modified","Route String"
"JFK","JFK GREKI JUDDS CAM GRNMT BTV BTV","BTV","","H","","FL190AND","JETS","","2","ZNY","ZBW","1","Modified","Route String Altitude Aircraft"
"JFK","JFK GREKI JUDDS CAM GRNMT BTV","BTV","","H","","FL190 AND ABOVE","JETS ONLY","","2","ZNY","ZBW","2","Modified","Route String Altitude Aircraft"
"JFK","JFK BDR V487 CAM GRNMT BTV BTV","BTV","","L","","90-170INCL","","","1","ZNY","ZBW","1","Modified","Route String Altitude"
"JFK","JFK BDR V487 CAM GRNMT BTV","BTV","","L","","90-170 INCL","","","1","ZNY","ZBW","2","Modified","Route String Altitude"
"JFK","JFK BDR V487 CAM GRNMT BTV BTV","BTV","","L","","110-170INCL","PROPS","","2","ZNY","ZBW","1","Modified","Route String Altitude Aircraft"
"JFK","JFK BDR V487 CAM GRNMT BTV","BTV","","L","","110-170 INCL","PROPS ONLY","","2","ZNY","ZBW","2","Modified","Route String Altitude Aircraft"
"JFK","JFK WAVEY PLUME T320 BILIT MIIDY MIIDY3 BWI","BWI","","L","","","TURBOJETS","","2","ZNY","ZDC","1","Modified","Route String Area Aircraft"
"JFK","JFK WAVEY PLUME T320 BILIT MIIDY MIIDY4 BWI","BWI","","L","TO BWI, MTN","","JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS REQUIRED","","2","ZNY","ZDC","2","Modified","Route String Area Aircraft"
"JFK","JFK RBV Q430 COPES Q75 GVE AIROW CHSLY6 CLT","CLT","","H","","","","","1","ZNY","ZTL","1","Modified","Route String"
"JFK","JFK RBV Q430 COPES Q75 GVE AIROW CHSLY7 CLT","CLT","","H","","","","","1","ZNY","ZTL","2","Modified","Route String"
"JFK","JFK GAYEL Q818 WOZEE COLTS GIGGY2 DET","DET","","H","TO DETROIT SATS(DET,CYQG ONLY)","","DME/DME/IRU OR GNSS REQUIRED","","1","ZNY","ZOB","1","Modified","Area Aircraft"
"JFK","JFK GAYEL Q818 WOZEE COLTS GIGGY2 DET","DET","","H","TO DET, ONZ, TTF","","RNAV 1 - DME/DME/IRU OR GPS","","1","ZNY","ZOB","2","Modified","Area Aircraft"
"JFK","JFK RBV Q430 BYRDD J48 CSN FANPO Q40 NIOLA MERDN TRSSH1 MSY","MSY","","H","TO MSY,NEW,NBG","","","","1","ZNY","ZHU","1","Modified","Route String Aircraft"
"JFK","JFK RBV Q430 BYRDD J48 CSN FANPO Q40 NIOLA MERDN TRSSH2 MSY","MSY","","H","TO MSY,NEW,NBG","","RNAV 1 - DME/DME/IRU OR GPS","","1","ZNY","ZHU","2","Modified","Route String Aircraft"
"KANNI","KANNI BOS Q75 GVE AIROW CHSLY6 CLT","CLT","","NAR","","","","WESTBOUND","1","ZBW","ZTL","1","Modified","Route String"
"KANNI","KANNI BOS Q75 GVE AIROW CHSLY7 CLT","CLT","","NAR","","","","WESTBOUND","1","ZBW","ZTL","2","Modified","Route String"
"KANNI","KANNI BOS BAF Q448 PTW J48 CSN FANPO Q40 NIOLA MERDN TRSSH1 MSY","MSY","","NAR","","","","WESTBOUND","1","ZBW","ZHU","1","Modified","Route String"
"KANNI","KANNI BOS BAF Q448 PTW J48 CSN FANPO Q40 NIOLA MERDN TRSSH2 MSY","MSY","","NAR","","","","WESTBOUND","1","ZBW","ZHU","2","Modified","Route String"
"KJOHN","KJOHN BIZEX Q75 GVE AIROW CHSLY6 CLT","CLT","","NAR","","","","WESTBOUND","1","ZBW","ZTL","1","Modified","Route String"
"KJOHN","KJOHN BIZEX Q75 GVE AIROW CHSLY7 CLT","CLT","","NAR","","","","WESTBOUND","1","ZBW","ZTL","2","Modified","Route String"
"KJOHN","KJOHN ALB J49 PSB Q71 GEFFS HVQ VXV NIOLA MERDN TRSSH1 MSY","MSY","","NAR","","","","WESTBOUND","1","ZBW","ZHU","1","Modified","Route String"
"KJOHN","KJOHN ALB J49 PSB Q71 GEFFS HVQ VXV NIOLA MERDN TRSSH2 MSY","MSY","","NAR","","","","WESTBOUND","1","ZBW","ZHU","2","Modified","Route String"
"L65","L65 PDZ PDZ270013 RNDAL V363 DANAH SXC AVX","AVX","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO AVX","JMPQ70","","","1","ZLA","ZLA","1","Modified","Route String"
"L65","L65 PDZ V388 RNDAL V363 DANAH SXC AVX","AVX","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO AVX","JMPQ70","","","1","ZLA","ZLA","2","Modified","Route String"
"L65","L65 PDZ V388 SLI FUL","FUL","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"L65","L65 PDZ V388 SLI FUL","FUL","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"L65","L65 PDZ POWUP HHR","HHR","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO HHR","JMPQ30","","","1","ZLA","ZLA","1","Modified","Area"
"L65","L65 PDZ POWUP HHR","HHR","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO HHR","JMPQ30","","","1","ZLA","ZLA","2","Modified","Area"
"L65","L65 PDZ V388 DOWDD LAX","LAX","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO LAX","JMPQ40","","","1","ZLA","ZLA","1","Modified","Route String Area"
"L65","L65 PDZ V388 DOWDD FUELR LAX","LAX","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO LAX","JMPQ40","","","1","ZLA","ZLA","2","Modified","Route String Area"
"L65","L65 PDZ V388 SLI V8 TANDY LAX","LAX","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO LAX (LAXE)","PQ40","","","2","ZLA","ZLA","1","Modified","Area"
"L65","L65 PDZ V388 SLI V8 TANDY LAX","LAX","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO LAX (LAXE)","PQ40","","","2","ZLA","ZLA","2","Modified","Area"
"L65","L65 PDZ V388 SLI LGB","LGB","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"L65","L65 PDZ V388 SLI LGB","LGB","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"L65","L65 PDZ V186 ROBNN V208 JLI RNM","RNM","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO RNM","JM110PQ70","","","1","ZLA","ZLA","1","Modified","Altitude"
"L65","L65 PDZ V186 ROBNN V208 JLI RNM","RNM","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO RNM","JM110PQ90","","","1","ZLA","ZLA","2","Modified","Altitude"
"L65","L65 PDZ V186 DEANO V27 KWANG SBA","SBA","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO SBA","PQ60","","","1","ZLA","ZLA","1","Modified","Altitude"
"L65","L65 PDZ V186 DEANO V27 KWANG SBA","SBA","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO SBA","PQ80","","","1","ZLA","ZLA","2","Modified","Altitude"
"L65","L65 PDZ V388 SLI SLI","SLI","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"L65","L65 PDZ V388 SLI SLI","SLI","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"L65","L65 PDZ V388 RNDAL V363 POXKU V8 SLI SNA","SNA","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO SNA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"L65","L65 PDZ V388 RNDAL V363 POXKU V8 SLI SNA","SNA","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO SNA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"L65","L65 PDZ V186 PGY TIJ TIJ","TIJ","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO TIJ","JM110 PQ090","","","1","ZLA","","1","Modified","Altitude"
"L65","L65 PDZ V186 PGY TIJ TIJ","TIJ","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO TIJ","JM110PQ90","","","1","ZLA","","2","Modified","Altitude"
"L65","L65 PDZ V388 SLI TOA","TOA","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"L65","L65 PDZ V388 SLI TOA","TOA","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"LGA","LGA GREKI V419 JUDDS CAM GRNMT BTV BTV","BTV","","H","","","","","1","ZNY","ZBW","1","Modified","Route String"
"LGA","LGA GREKI V419 JUDDS CAM GRNMT BTV","BTV","","H","","","","","1","ZNY","ZBW","2","Modified","Route String"
"LGA","LGA GREKI JUDDS CAM GRNMT BTV BTV","BTV","","H","","FL190AND","JETS","","2","ZNY","ZBW","1","Modified","Route String Altitude Aircraft"
"LGA","LGA GREKI JUDDS CAM GRNMT BTV","BTV","","H","","FL190 AND ABOVE","JETS ONLY","","2","ZNY","ZBW","2","Modified","Route String Altitude Aircraft"
"LGA","LGA BDR V487 CAM GRNMT BTV BTV","BTV","","L","","110-170INCL","","","1","ZNY","ZBW","1","Modified","Route String Altitude"
"LGA","LGA BDR V487 CAM GRNMT BTV","BTV","","L","","110-170 INCL","","","1","ZNY","ZBW","2","Modified","Route String Altitude"
"LGA","LGA BIGGY Q75 GVE AIROW CHSLY6 CLT","CLT","","H","","","","","1","ZNY","ZTL","1","Modified","Route String"
"LGA","LGA BIGGY Q75 GVE AIROW CHSLY7 CLT","CLT","","H","","","","","1","ZNY","ZTL","2","Modified","Route String"
"LGA","LGA LANNA J48 CSN FANPO Q40 NIOLA MERDN TRSSH1 MSY","MSY","","H","TO MSY,NEW,NBG","","","","1","ZNY","ZHU","1","Modified","Route String Aircraft"
"LGA","LGA LANNA J48 CSN FANPO Q40 NIOLA MERDN TRSSH2 MSY","MSY","","H","TO MSY,NEW,NBG","","RNAV 1 - DME/DME/IRU OR GPS","","1","ZNY","ZHU","2","Modified","Route String Aircraft"
"LYH","LYH AIROW CHSLY6 CLT","CLT","","H","","AOB FL220","","","3","ZDC","ZTL","1","Modified","Route String"
"LYH","LYH AIROW CHSLY7 CLT","CLT","","H","","AOB FL220","","","3","ZDC","ZTL","2","Modified","Route String"
"MCO","MCO MZULO3 LENDS GRUBR Y299 SEELO GARIC ZORDO Q111 RUKRR THHMP RAVNN8 BWI","BWI","","H","TO BWI,DMW,MTN","","","","1","ZJX","ZDC","1","Modified","Route String Area Aircraft"
"MCO","MCO MZULO3 LENDS GRUBR Y299 SEELO GARIC ZORDO Q111 RUKRR THHMP RAVNN9 BWI","BWI","","H","TO BWI, MTN","","JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS REQUIRED","","1","ZJX","ZDC","2","Modified","Route String Area Aircraft"
"MCO","MCO FATHE4 VIYAP Q87 RAYVO Q113 AARNN THHMP RAVNN8 BWI","BWI","","H","TO BWI,DMW,MTN","","","","2","ZJX","ZDC","1","Modified","Route String Area Aircraft"
"MCO","MCO FATHE4 VIYAP Q87 RAYVO Q113 AARNN THHMP RAVNN9 BWI","BWI","","H","TO BWI, MTN","","JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS REQUIRED","","2","ZJX","ZDC","2","Modified","Route String Area Aircraft"
"MCO","MCO FATHE4 VIYAP CHECR STOCR4 CLT","CLT","","H","","","","","2","ZJX","ZTL","1","Modified","Route String"
"MCO","MCO FATHE4 VIYAP CHECR STOCR5 CLT","CLT","","H","","","","","2","ZJX","ZTL","2","Modified","Route String"
"MDSD","MDSD LERED LNHOM L452 OXANA AR8 ECG THHMP RAVNN8 BWI","BWI","","H","FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS)","","","","2","","ZDC","1","Modified","Route String Area Aircraft"
"MDSD","MDSD LERED LNHOM L452 OXANA AR8 ECG THHMP RAVNN9 BWI","BWI","","H","FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS) TO BWI, MTN","","JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS REQUIRED","","2","","ZDC","2","Modified","Route String Area Aircraft"
"MDSD","MDSD LERED LETON L451 JAINS CLOWR GARIC ZORDO Q111 RUKRR THHMP RAVNN8 BWI","BWI","","H","FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS) TO BWI,DMW,MTN","","","","4","","ZDC","1","Modified","Route String Area Aircraft"
"MDSD","MDSD LERED LETON L451 JAINS CLOWR GARIC ZORDO Q111 RUKRR THHMP RAVNN9 BWI","BWI","","H","FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS) TO BWI, MTN","","JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS REQUIRED","","4","","ZDC","2","Modified","Route String Area Aircraft"
"MDSD","MDSD MALVN Y396 RUMFO Y374 NUCAR Y307 JAZZI GARIC ZORDO Q111 RUKRR THHMP RAVNN8 BWI","BWI","","H","FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS) TO BWI,DMW,MTN","","","","6","","ZDC","1","Modified","Route String Area Aircraft"
"MDSD","MDSD MALVN Y396 RUMFO Y374 NUCAR Y307 JAZZI GARIC ZORDO Q111 RUKRR THHMP RAVNN9 BWI","BWI","","H","FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS) TO BWI, MTN","","JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS REQUIRED","","6","","ZDC","2","Modified","Route String Area Aircraft"
"MDSD","MDSD LERED LETON L451 JAINS Y436 PITRW STOCR4 CLT","CLT","","H","FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS)","","","","2","","ZTL","1","Modified","Route String"
"MDSD","MDSD LERED LETON L451 JAINS Y436 PITRW STOCR5 CLT","CLT","","H","FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS)","","","","2","","ZTL","2","Modified","Route String"
"MDSD","MDSD MALVN Y396 RUMFO Y374 NUCAR Y307 JAZZI DIZNY Y436 PITRW STOCR4 CLT","CLT","","H","FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS)","","","","4","","ZTL","1","Modified","Route String"
"MDSD","MDSD MALVN Y396 RUMFO Y374 NUCAR Y307 JAZZI DIZNY Y436 PITRW STOCR5 CLT","CLT","","H","FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS)","","","","4","","ZTL","2","Modified","Route String"
"MDSD","MDSD LERED LAMER L453 SAUCR Y485 YAALE Y495 OWENZ FATON HOFFI KEYED EEGOR ALIXX RYMES HPN","HPN","","H","FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS)","","","","4","","ZNY","1","Modified","Route String Aircraft"
"MDSD","MDSD LERED LAMER L453 SAUCR Y485 YAALE Y495 OWENZ DUNEE EEGOR1 HPN","HPN","","H","FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS)","","RNAV 1 - DME/DME/IRU OR GPS","","4","","ZNY","2","Modified","Route String Aircraft"
"MDW","MDW EARND ELANR EMMLY ERECO IIU SKYWA FILPZ4 CLT","CLT","","H","","","","","1","ZAU","ZTL","1","Modified","Route String"
"MDW","MDW EARND ELANR EMMLY ERECO IIU SKYWA FILPZ5 CLT","CLT","","H","","","","","1","ZAU","ZTL","2","Modified","Route String"
"MDW","MDW BACEN BLOKR BEKKI ENL J71 MEM J35 MCB TRSSH1 MSY","MSY","","H","TO MSY,NEW,NBG","","","","1","ZAU","ZHU","1","Modified","Route String Aircraft"
"MDW","MDW BACEN BLOKR BEKKI ENL J71 MEM J35 MCB TRSSH2 MSY","MSY","","H","TO MSY,NEW,NBG","","RNAV 1 - DME/DME/IRU OR GPS","","1","ZAU","ZHU","2","Modified","Route String Aircraft"
"MEM","MEM DEFUN VUUDU1 BCT","BCT","","H","","","","","1","ZME","ZMA","1","Modified","Route String Area Aircraft"
"MEM","MEM PIEPE6 IBUFY DEFUN VUUDU1 BCT","BCT","","H","TO 06FA, F45, BCT, PBI","","JET ONLY, RNAV 1 - DME/DME/IRU OR GPS.","","1","ZME","ZMA","2","Modified","Route String Area Aircraft"
"MEM","MEM GOETZ7 DIYAB BNA SWAPP Q34 SITTR CJAAE RAVNN8 BWI","BWI","","H","","","PART 121 & 129 ONLY","","2","ZME","ZDC","1","Modified","Route String Area Aircraft"
"MEM","MEM GOETZ7 DIYAB BNA SWAPP Q34 SITTR CJAAE RAVNN9 BWI","BWI","","H","TO BWI, MTN","","PT 121&129 JETS ONLY:RNAV-1 DME/DME/IRU OR GPS RQD","","2","ZME","ZDC","2","Modified","Route String Area Aircraft"
"MEM","MEM DEFUN GRNCH5 MCO","MCO","","H","","","","","2","ZME","ZJX","1","Modified","Route String Aircraft"
"MEM","MEM PIEPE6 IBUFY DEFUN GRNCH5 MCO","MCO","","H","","","JET ONLY, RNAV 1 - DME/DME/IRU OR GPS.","","2","ZME","ZJX","2","Modified","Route String Aircraft"
"MEM","MEM DEFUN CABLO MJKAL JAFAR3 ORL","ORL","","H","","","","","1","ZME","ZJX","1","Modified","Route String Area Aircraft"
"MEM","MEM PIEPE6 IBUFY DEFUN CABLO MJKAL JAFAR3 ORL","ORL","","H","TO ISM, MCO, ORL","","JET ONLY, RNAV 1 - DME/DME/IRU OR GPS.","","1","ZME","ZJX","2","Modified","Route String Area Aircraft"
"MEM","MEM DEFUN VUUDU1 PBI","PBI","","H","","","","","1","ZME","ZMA","1","Modified","Route String Area Aircraft"
"MEM","MEM PIEPE6 IBUFY DEFUN VUUDU1 PBI","PBI","","H","TO 06FA, F45, BCT, PBI","","JET ONLY, RNAV 1 - DME/DME/IRU OR GPS.","","1","ZME","ZMA","2","Modified","Route String Area Aircraft"
"MEM","MEM DEFUN MAATY5 TPA","TPA","","H","","","","","2","ZME","ZMA","1","Modified","Route String Area Aircraft"
"MEM","MEM PIEPE6 IBUFY DEFUN MAATY5 TPA","TPA","","H","TO LAL, MCF, TPA, VDF","","JET ONLY, RNAV 1 - DME/DME/IRU OR GPS.","","2","ZME","ZMA","2","Modified","Route String Area Aircraft"
"MHT","MHT PPORT4 CCC TOPRR Q167 ZIZZI KNUKK ATR LAFLN MIIDY3 BWI","BWI","1100-0300","H","TO BWI,MTN","","","","5","ZBW","ZDC","1","Modified","Route String Hours1 Aircraft"
"MHT","MHT PPORT4 CCC TOPRR Q167 ZIZZI KNUKK ATR LAFLN MIIDY4 BWI","BWI","","H","TO BWI,MTN","","JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS REQUIRED","","5","ZBW","ZDC","2","Modified","Route String Hours1 Aircraft"
"MHT","MHT PPORT4 NELIE Q75 GVE AIROW CHSLY6 CLT","CLT","1100-0300","H","","","","","1","ZBW","ZTL","1","Modified","Route String"
"MHT","MHT PPORT4 NELIE Q75 GVE AIROW CHSLY7 CLT","CLT","1100-0300","H","","","","","1","ZBW","ZTL","2","Modified","Route String"
"MHT","MHT CAM Q822 GONZZ COLTS GIGGY2 DET","DET","1100-0300","H","TO DETROIT SATS(DET,CYQG ONLY)","","DME/DME/IRU OR GNSS REQUIRED","","1","ZBW","ZOB","1","Modified","Hours1 Area Aircraft"
"MHT","MHT CAM Q822 GONZZ COLTS GIGGY2 DET","DET","","H","TO DET, ONZ, TTF","","RNAV 1 - DME/DME/IRU OR GPS","","1","ZBW","ZOB","2","Modified","Hours1 Area Aircraft"
"MIA","MIA ALTNN2 DUCEN Q87 RAYVO Q113 AARNN THHMP RAVNN8 BWI","BWI","","H","TO BWI,DMW,MTN","","","","3","ZMA","ZDC","1","Modified","Route String Area Aircraft"
"MIA","MIA ALTNN2 DUCEN Q87 RAYVO Q113 AARNN THHMP RAVNN9 BWI","BWI","","H","TO BWI, MTN","","JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS REQUIRED","","3","ZMA","ZDC","2","Modified","Route String Area Aircraft"
"MIA","MIA FOLZZ3 ALYRA GRUBR Y299 SEELO GARIC ZORDO Q111 RUKRR THHMP RAVNN8 BWI","BWI","","H","FROM MIA,HST,OPF,TMB,X51 TO BWI,DMW,MTN","","","","4","ZMA","ZDC","1","Modified","Route String Area Aircraft"
"MIA","MIA FOLZZ3 ALYRA GRUBR Y299 SEELO GARIC ZORDO Q111 RUKRR THHMP RAVNN9 BWI","BWI","","H","FROM MIA,HST,OPF,TMB,X51 TO BWI, MTN","","JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS REQUIRED","","4","ZMA","ZDC","2","Modified","Route String Area Aircraft"
"MIA","MIA ALTNN2 DUCEN Q87 VIYAP CHECR STOCR4 CLT","CLT","","H","","","","","1","ZMA","ZTL","1","Modified","Route String"
