fromKey,toKey,sourceCycle,sourceTable,sourceRowId,resolveStatus,confidence
AIRWAY:J539,AIRWAY_PATH:J539:C,2026-05-14,AWY_BASE,256,resolved,high
AIRWAY:J54,AIRWAY_PATH:J54:C,2026-05-14,AWY_BASE,257,resolved,high
AIRWAY:J540,AIRWAY_PATH:J540:C,2026-05-14,AWY_BASE,258,resolved,high
AIRWAY:J541,AIRWAY_PATH:J541:A,2026-05-14,AWY_BASE,259,resolved,high
AIRWAY:J547,AIRWAY_PATH:J547:C,2026-05-14,AWY_BASE,260,resolved,high
AIRWAY:J548,AIRWAY_PATH:J548:C,2026-05-14,AWY_BASE,261,resolved,high
AIRWAY:J549,AIRWAY_PATH:J549:C,2026-05-14,AWY_BASE,262,resolved,high
AIRWAY:J554,AIRWAY_PATH:J554:C,2026-05-14,AWY_BASE,263,resolved,high
AIRWAY:J56,AIRWAY_PATH:J56:C,2026-05-14,AWY_BASE,264,resolved,high
AIRWAY:J569,AIRWAY_PATH:J569:C,2026-05-14,AWY_BASE,265,resolved,high
AIRWAY:J57,AIRWAY_PATH:J57:C,2026-05-14,AWY_BASE,266,resolved,high
AIRWAY:J58,AIRWAY_PATH:J58:C,2026-05-14,AWY_BASE,267,resolved,high
AIRWAY:J584,AIRWAY_PATH:J584:C,2026-05-14,AWY_BASE,268,resolved,high
AIRWAY:J59,AIRWAY_PATH:J59:C,2026-05-14,AWY_BASE,269,resolved,high
AIRWAY:J599,AIRWAY_PATH:J599:C,2026-05-14,AWY_BASE,270,resolved,high
AIRWAY:J6,AIRWAY_PATH:J6:C,2026-05-14,AWY_BASE,271,resolved,high
AIRWAY:J60,AIRWAY_PATH:J60:C,2026-05-14,AWY_BASE,272,resolved,high
AIRWAY:J603,AIRWAY_PATH:J603:A,2026-05-14,AWY_BASE,273,resolved,high
AIRWAY:J604,AIRWAY_PATH:J604:A,2026-05-14,AWY_BASE,274,resolved,high
AIRWAY:J605,AIRWAY_PATH:J605:A,2026-05-14,AWY_BASE,275,resolved,high
AIRWAY:J61,AIRWAY_PATH:J61:C,2026-05-14,AWY_BASE,276,resolved,high
AIRWAY:J617,AIRWAY_PATH:J617:A,2026-05-14,AWY_BASE,277,resolved,high
AIRWAY:J618,AIRWAY_PATH:J618:A,2026-05-14,AWY_BASE,278,resolved,high
AIRWAY:J619,AIRWAY_PATH:J619:A,2026-05-14,AWY_BASE,279,resolved,high
AIRWAY:J623,AIRWAY_PATH:J623:A,2026-05-14,AWY_BASE,280,resolved,high
