edgeKey,fromNodeKey,toNodeKey,fromType,toType,directionType,sourceRouteCount,sourceRouteKeys
AIRPORT:MSP->NAVAID:ODI:VORTAC,AIRPORT:MSP,NAVAID:ODI:VORTAC,Airport,Navaid,original,10,MSP:ATL:H:2|MSP:BNA:H:1|MSP:EWR:SHD:2|MSP:MCO:H:2|MSP:MKY:H:1|MSP:MYR:H:1|MSP:ORL:H:2|MSP:RSW:H:1|MSP:SRQ:H:1|MSP:TPA:H:2
AIRPORT:MSP->NAVAID:RST:VOR/DME,AIRPORT:MSP,NAVAID:RST:VOR/DME,Airport,Navaid,original,4,MSP:MDW:H:1|MSP:ORD:H:1|MSP:ORD:H:2|MSP:ORD:L:1
AIRPORT:MSY->FIX:BBURT,AIRPORT:MSY,FIX:BBURT,Airport,Fix,original,1,MSY:HOU:H:2
AIRPORT:MSY->FIX:BLVNS,AIRPORT:MSY,FIX:BLVNS,Airport,Fix,original,2,MSY:FLL:H:1|MSY:MIA:H:1
AIRPORT:MSY->FIX:CATLN,AIRPORT:MSY,FIX:CATLN,Airport,Fix,original,11,MSY:BDL:H:1|MSY:BOS:H:1|MSY:BWI:H:2|MSY:CLT:H:1|MSY:DCA:H:2|MSY:EWR:H:2|MSY:IAD:H:2|MSY:JFK:H:1|MSY:LGA:H:1|MSY:PHL:H:1|MSY:TEB:H:1
AIRPORT:MSY->FIX:JEPEG,AIRPORT:MSY,FIX:JEPEG,Airport,Fix,original,3,MSY:IAH:H:1|MSY:IAH:H:2|MSY:IAH:H:3
AIRPORT:MSY->FIX:KCEEE,AIRPORT:MSY,FIX:KCEEE,Airport,Fix,original,2,MSY:HOU:H:1|MSY:HOU:H:3
AIRPORT:MSY->FIX:PAYTN,AIRPORT:MSY,FIX:PAYTN,Airport,Fix,original,2,MSY:ATL:H:2|MSY:ATL:H:3
AIRPORT:MSY->FIX:REDFN,AIRPORT:MSY,FIX:REDFN,Airport,Fix,original,2,MSY:MCO:H:1|MSY:TPA:H:1
AIRPORT:MSY->NAVAID:AEX:VORTAC,AIRPORT:MSY,NAVAID:AEX:VORTAC,Airport,Navaid,original,4,MSY:DEN:H:1|MSY:DFW:H:2|MSY:DFW:H:3|MSY:DFW:H:4
AIRPORT:MSY->NAVAID:CEW:VORTAC,AIRPORT:MSY,NAVAID:CEW:VORTAC,Airport,Navaid,original,4,MSY:FLL:H:2|MSY:MCO:H:2|MSY:MIA:H:2|MSY:TPA:H:2
AIRPORT:MSY->NAVAID:LBY:VORTAC,AIRPORT:MSY,NAVAID:LBY:VORTAC,Airport,Navaid,original,1,MSY:CLE:H:1
AIRPORT:MSY->NAVAID:LCH:VORTAC,AIRPORT:MSY,NAVAID:LCH:VORTAC,Airport,Navaid,original,2,MSY:AUS:H:2|MSY:SAT:H:2
AIRPORT:MSY->NAVAID:MCB:VORTAC,AIRPORT:MSY,NAVAID:MCB:VORTAC,Airport,Navaid,original,4,MSY:CVG:H:1|MSY:DTW:H:1|MSY:DTW:H:2|MSY:SDF:H:1
AIRPORT:MSY->NAVAID:SQS:VORTAC,AIRPORT:MSY,NAVAID:SQS:VORTAC,Airport,Navaid,original,2,MSY:ORD:H:3|MSY:ORD:H:4
AIRPORT:MVY->FIX:BUZRD,AIRPORT:MVY,FIX:BUZRD,Airport,Fix,original,2,MVY:PBI:H:1|MVY:PBI:H:2
AIRPORT:MVY->FIX:FREDO,AIRPORT:MVY,FIX:FREDO,Airport,Fix,original,7,MVY:BHB:TEC:1|MVY:BOS:TEC:1|MVY:CON:TEC:1|MVY:MHT:TEC:1|MVY:OWD:TEC:1|MVY:PSM:TEC:1|MVY:PWM:TEC:1
AIRPORT:MVY->FIX:NEWBE,AIRPORT:MVY,FIX:NEWBE,Airport,Fix,original,14,MVY:ACY:TEC:1|MVY:BDR:TEC:1|MVY:BWI:TEC:1|MVY:DOV:TEC:1|MVY:FOK:TEC:1|MVY:FRG:TEC:1|MVY:HFD:TEC:2|MVY:ISP:TEC:1|MVY:JFK:TEC:1|MVY:PHL:TEC:1|MVY:PNE:TEC:1|MVY:RIC:TEC:1|MVY:TTN:TEC:1|MVY:WRI:TEC:1
AIRPORT:MVY->NAVAID:GON:VOR/DME,AIRPORT:MVY,NAVAID:GON:VOR/DME,Airport,Navaid,original,3,MVY:FOK:TEC:2|MVY:FRG:TEC:2|MVY:ISP:TEC:2
AIRPORT:MVY->NAVAID:LFV:VOR/DME,AIRPORT:MVY,NAVAID:LFV:VOR/DME,Airport,Navaid,original,1,MVY:MDW:H:1
AIRPORT:MVY->NAVAID:MVY:VOR/DME,AIRPORT:MVY,NAVAID:MVY:VOR/DME,Airport,Navaid,original,16,MVY:ACY:TEC:2|MVY:BDR:TEC:2|MVY:BWI:TEC:2|MVY:DOV:TEC:2|MVY:DXR:TEC:2|MVY:HPN:H:3|MVY:JFK:TEC:2|MVY:LGA:L:2|MVY:LGA:L:3|MVY:MMU:H:1|MVY:PHL:TEC:2|MVY:PNE:TEC:2|MVY:RIC:TEC:2|MVY:TEB:H:1|MVY:TTN:TEC:2|MVY:WRI:TEC:2
AIRPORT:MVY->NAVAID:PVD:VOR/DME,AIRPORT:MVY,NAVAID:PVD:VOR/DME,Airport,Navaid,original,17,MVY:ALB:TEC:1|MVY:BDL:TEC:1|MVY:BTV:TEC:1|MVY:BUF:TEC:1|MVY:DXR:TEC:1|MVY:EEN:TEC:1|MVY:ELM:TEC:1|MVY:ERI:L:2|MVY:ERI:TEC:1|MVY:EWR:TEC:1|MVY:EWR:TEC:2|MVY:LEB:TEC:1|MVY:LGA:TEC:1|MVY:ORH:TEC:1|MVY:ROC:TEC:1|MVY:SWF:TEC:1|MVY:SYR:TEC:1
AIRPORT:MVY->NAVAID:SEY:VOR/DME,AIRPORT:MVY,NAVAID:SEY:VOR/DME,Airport,Navaid,original,3,MVY:DXR:TEC:3|MVY:HPN:TEC:1|MVY:JFK:H:3
AIRPORT:MYF->FIX:CWARD,AIRPORT:MYF,FIX:CWARD,Airport,Fix,original,6,MYF:AVX:TEC:3|MYF:CMA:TEC:5|MYF:LAX:TEC:9|MYF:NTD:TEC:5|MYF:OXR:TEC:5|MYF:SBA:TEC:4
AIRPORT:MYF->FIX:DEGLE,AIRPORT:MYF,FIX:DEGLE,Airport,Fix,original,1,MYF:HMT:TEC:2
AIRPORT:MYF->FIX:PEBLE,AIRPORT:MYF,FIX:PEBLE,Airport,Fix,original,24,MYF:AVX:TEC:2|MYF:BUR:TEC:2|MYF:BUR:TEC:4|MYF:CCB:TEC:2|MYF:CMA:TEC:4|MYF:EMT:TEC:2|MYF:FUL:TEC:2|MYF:HHR:TEC:2|MYF:LAX:TEC:6|MYF:LAX:TEC:8|MYF:LGB:TEC:2|MYF:NTD:TEC:4|MYF:OXR:TEC:4|MYF:POC:TEC:2|MYF:SBA:TEC:2|MYF:SLI:TEC:2|MYF:SMO:TEC:2|MYF:SMO:TEC:4|MYF:SNA:TEC:2|MYF:TOA:TEC:2|MYF:VNY:TEC:2|MYF:VNY:TEC:4|MYF:WHP:TEC:2|MYF:WHP:TEC:4
AIRPORT:MYF->FIX:ROBNN,AIRPORT:MYF,FIX:ROBNN,Airport,Fix,original,1,MYF:F70:TEC:2
AIRPORT:MYF->FIX:TANNR,AIRPORT:MYF,FIX:TANNR,Airport,Fix,original,5,MYF:L65:TEC:2|MYF:ONT:TEC:2|MYF:REI:TEC:2|MYF:RIV:TEC:2|MYF:SBD:TEC:2
AIRPORT:MYF->NAVAID:LAX:VORTAC,AIRPORT:MYF,NAVAID:LAX:VORTAC,Airport,Navaid,original,3,MYF:BUR:TEC:5|MYF:VNY:TEC:5|MYF:WHP:TEC:5
AIRPORT:MYF->NAVAID:MZB:VORTAC,AIRPORT:MYF,NAVAID:MZB:VORTAC,Airport,Navaid,original,4,MYF:AVX:TEC:1|MYF:CMA:TEC:2|MYF:NTD:TEC:2|MYF:OXR:TEC:2
AIRPORT:MYF->NAVAID:OCN:VORTAC,AIRPORT:MYF,NAVAID:OCN:VORTAC,Airport,Navaid,original,38,MYF:AJO:TEC:1|MYF:BUR:TEC:1|MYF:BUR:TEC:3|MYF:CCB:TEC:1|MYF:CMA:TEC:1|MYF:CMA:TEC:3|MYF:CNO:TEC:1|MYF:EMT:TEC:1|MYF:F70:TEC:1|MYF:FUL:TEC:1|MYF:HHR:TEC:1|MYF:HMT:TEC:1|MYF:L65:TEC:1|MYF:LAX:TEC:5|MYF:LAX:TEC:7|MYF:LGB:TEC:1|MYF:NTD:TEC:1|MYF:NTD:TEC:3|MYF:ONT:TEC:1|MYF:OXR:TEC:1|MYF:OXR:TEC:3|MYF:POC:TEC:1|MYF:RAL:TEC:1|MYF:REI:TEC:1|MYF:RIR:TEC:1|MYF:RIV:TEC:1|MYF:SBA:TEC:1|MYF:SBA:TEC:3|MYF:SBD:TEC:1|MYF:SLI:TEC:1|MYF:SMO:TEC:1|MYF:SMO:TEC:3|MYF:SNA:TEC:1|MYF:TOA:TEC:1|MYF:VNY:TEC:1|MYF:VNY:TEC:3|MYF:WHP:TEC:1|MYF:WHP:TEC:3
AIRPORT:MYF->NAVAID:PDZ:VORTAC,AIRPORT:MYF,NAVAID:PDZ:VORTAC,Airport,Navaid,original,4,MYF:AJO:TEC:2|MYF:CNO:TEC:2|MYF:RAL:TEC:2|MYF:RIR:TEC:2
AIRPORT:MYF->NAVAID:SLI:VORTAC,AIRPORT:MYF,NAVAID:SLI:VORTAC,Airport,Navaid,original,12,MYF:BUR:TEC:6|MYF:FUL:TEC:3|MYF:HHR:TEC:3|MYF:LAX:TEC:10|MYF:LGB:TEC:3|MYF:SLI:TEC:3|MYF:SMO:TEC:5|MYF:SMO:TEC:6|MYF:SNA:TEC:3|MYF:TOA:TEC:3|MYF:VNY:TEC:6|MYF:WHP:TEC:6
AIRPORT:MYNN->NAVAID:ZQA:VOR/DME,AIRPORT:MYNN,NAVAID:ZQA:VOR/DME,Airport,Navaid,original,12,MYNN:BOS:H:1|MYNN:BOS:H:2|MYNN:CYYZ:H:1|MYNN:EWR:H:1|MYNN:EWR:H:2|MYNN:IAD:H:1|MYNN:JFK:H:1|MYNN:JFK:H:2|MYNN:LGA:H:1|MYNN:MMU:H:1|MYNN:ORD:H:1|MYNN:TEB:H:1
AIRPORT:MYR->FIX:ADEPT,AIRPORT:MYR,FIX:ADEPT,Airport,Fix,original,1,MYR:CLE:H:1
AIRPORT:MYR->FIX:JILIS,AIRPORT:MYR,FIX:JILIS,Airport,Fix,original,2,MYR:DFW:H:3|MYR:DFW:H:4
AIRPORT:MYR->FIX:QUIWE,AIRPORT:MYR,FIX:QUIWE,Airport,Fix,original,1,MYR:ORD:H:1
AIRPORT:MYR->FIX:THRSR,AIRPORT:MYR,FIX:THRSR,Airport,Fix,original,2,MYR:DFW:H:1|MYR:DFW:H:2
AIRPORT:MYR->NAVAID:CRE:VORTAC,AIRPORT:MYR,NAVAID:CRE:VORTAC,Airport,Navaid,original,1,MYR:PSM:H:1
AIRPORT:NFG->FIX:CWARD,AIRPORT:NFG,FIX:CWARD,Airport,Fix,original,6,NFG:AVX:TEC:3|NFG:CMA:TEC:5|NFG:LAX:TEC:9|NFG:NTD:TEC:5|NFG:OXR:TEC:5|NFG:SBA:TEC:4
AIRPORT:NFG->FIX:DEGLE,AIRPORT:NFG,FIX:DEGLE,Airport,Fix,original,1,NFG:HMT:TEC:2
AIRPORT:NFG->FIX:PEBLE,AIRPORT:NFG,FIX:PEBLE,Airport,Fix,original,24,NFG:AVX:TEC:2|NFG:BUR:TEC:2|NFG:BUR:TEC:4|NFG:CCB:TEC:2|NFG:CMA:TEC:4|NFG:EMT:TEC:2|NFG:FUL:TEC:2|NFG:HHR:TEC:2|NFG:LAX:TEC:6|NFG:LAX:TEC:8|NFG:LGB:TEC:2|NFG:NTD:TEC:4|NFG:OXR:TEC:4|NFG:POC:TEC:2|NFG:SBA:TEC:2|NFG:SLI:TEC:2|NFG:SMO:TEC:2|NFG:SMO:TEC:4|NFG:SNA:TEC:2|NFG:TOA:TEC:2|NFG:VNY:TEC:2|NFG:VNY:TEC:4|NFG:WHP:TEC:2|NFG:WHP:TEC:4
AIRPORT:NFG->FIX:ROBNN,AIRPORT:NFG,FIX:ROBNN,Airport,Fix,original,1,NFG:F70:TEC:2
AIRPORT:NFG->FIX:TANNR,AIRPORT:NFG,FIX:TANNR,Airport,Fix,original,5,NFG:L65:TEC:2|NFG:ONT:TEC:2|NFG:REI:TEC:2|NFG:RIV:TEC:2|NFG:SBD:TEC:2
AIRPORT:NFG->NAVAID:LAX:VORTAC,AIRPORT:NFG,NAVAID:LAX:VORTAC,Airport,Navaid,original,4,NFG:BUR:TEC:5|NFG:VNY:TEC:5|NFG:VNY:TEC:6|NFG:WHP:TEC:5
AIRPORT:NFG->NAVAID:MZB:VORTAC,AIRPORT:NFG,NAVAID:MZB:VORTAC,Airport,Navaid,original,4,NFG:AVX:TEC:1|NFG:CMA:TEC:2|NFG:NTD:TEC:2|NFG:OXR:TEC:2
AIRPORT:NFG->NAVAID:OCN:VORTAC,AIRPORT:NFG,NAVAID:OCN:VORTAC,Airport,Navaid,original,38,NFG:AJO:TEC:1|NFG:BUR:TEC:1|NFG:BUR:TEC:3|NFG:CCB:TEC:1|NFG:CMA:TEC:1|NFG:CMA:TEC:3|NFG:CNO:TEC:1|NFG:EMT:TEC:1|NFG:F70:TEC:1|NFG:FUL:TEC:1|NFG:HHR:TEC:1|NFG:HMT:TEC:1|NFG:L65:TEC:1|NFG:LAX:TEC:5|NFG:LAX:TEC:7|NFG:LGB:TEC:1|NFG:NTD:TEC:1|NFG:NTD:TEC:3|NFG:ONT:TEC:1|NFG:OXR:TEC:1|NFG:OXR:TEC:3|NFG:POC:TEC:1|NFG:RAL:TEC:1|NFG:REI:TEC:1|NFG:RIR:TEC:1|NFG:RIV:TEC:1|NFG:SBA:TEC:1|NFG:SBA:TEC:3|NFG:SBD:TEC:1|NFG:SLI:TEC:1|NFG:SMO:TEC:1|NFG:SMO:TEC:3|NFG:SNA:TEC:1|NFG:TOA:TEC:1|NFG:VNY:TEC:1|NFG:VNY:TEC:3|NFG:WHP:TEC:1|NFG:WHP:TEC:3
AIRPORT:NFG->NAVAID:PDZ:VORTAC,AIRPORT:NFG,NAVAID:PDZ:VORTAC,Airport,Navaid,original,4,NFG:AJO:TEC:2|NFG:CNO:TEC:2|NFG:RAL:TEC:2|NFG:RIR:TEC:2
AIRPORT:NFG->NAVAID:SLI:VORTAC,AIRPORT:NFG,NAVAID:SLI:VORTAC,Airport,Navaid,original,12,NFG:BUR:TEC:6|NFG:FUL:TEC:3|NFG:HHR:TEC:3|NFG:LAX:TEC:10|NFG:LGB:TEC:3|NFG:SLI:TEC:3|NFG:SMO:TEC:5|NFG:SMO:TEC:6|NFG:SNA:TEC:3|NFG:TOA:TEC:3|NFG:VNY:TEC:7|NFG:WHP:TEC:6
AIRPORT:NHK->FIX:SHLBK,AIRPORT:NHK,FIX:SHLBK,Airport,Fix,original,7,NHK:ACY:TEC:3|NHK:BWI:TEC:2|NHK:DCA:TEC:1|NHK:DOV:TEC:2|NHK:DOV:TEC:3|NHK:PHL:TEC:1|NHK:RIC:TEC:1
AIRPORT:NHK->FIX:TRPOD,AIRPORT:NHK,FIX:TRPOD,Airport,Fix,original,7,NHK:ACY:TEC:2|NHK:BWI:TEC:1|NHK:DCA:TEC:2|NHK:DOV:TEC:1|NHK:DOV:TEC:4|NHK:ORF:TEC:1|NHK:PHL:TEC:2
AIRPORT:NHK->FIX:WHINO,AIRPORT:NHK,FIX:WHINO,Airport,Fix,original,1,NHK:ORF:TEC:3
AIRPORT:NHK->FIX:ZJAAY,AIRPORT:NHK,FIX:ZJAAY,Airport,Fix,original,2,NHK:ACY:TEC:1|NHK:ORF:TEC:2
AIRPORT:NKX->FIX:CWARD,AIRPORT:NKX,FIX:CWARD,Airport,Fix,original,6,NKX:AVX:TEC:3|NKX:CMA:TEC:5|NKX:LAX:TEC:9|NKX:NTD:TEC:5|NKX:OXR:TEC:5|NKX:SBA:TEC:4
AIRPORT:NKX->FIX:DEGLE,AIRPORT:NKX,FIX:DEGLE,Airport,Fix,original,1,NKX:HMT:TEC:2
AIRPORT:NKX->FIX:PEBLE,AIRPORT:NKX,FIX:PEBLE,Airport,Fix,original,24,NKX:AVX:TEC:2|NKX:BUR:TEC:2|NKX:BUR:TEC:4|NKX:CCB:TEC:2|NKX:CMA:TEC:4|NKX:EMT:TEC:2|NKX:FUL:TEC:2|NKX:HHR:TEC:2|NKX:LAX:TEC:6|NKX:LAX:TEC:8|NKX:LGB:TEC:2|NKX:NTD:TEC:4|NKX:OXR:TEC:4|NKX:POC:TEC:2|NKX:SBA:TEC:2|NKX:SLI:TEC:2|NKX:SMO:TEC:2|NKX:SMO:TEC:4|NKX:SNA:TEC:2|NKX:TOA:TEC:2|NKX:VNY:TEC:2|NKX:VNY:TEC:4|NKX:WHP:TEC:2|NKX:WHP:TEC:4
AIRPORT:NKX->FIX:ROBNN,AIRPORT:NKX,FIX:ROBNN,Airport,Fix,original,1,NKX:F70:TEC:2
AIRPORT:NKX->FIX:TANNR,AIRPORT:NKX,FIX:TANNR,Airport,Fix,original,5,NKX:L65:TEC:2|NKX:ONT:TEC:2|NKX:REI:TEC:2|NKX:RIV:TEC:2|NKX:SBD:TEC:2
AIRPORT:NKX->NAVAID:LAX:VORTAC,AIRPORT:NKX,NAVAID:LAX:VORTAC,Airport,Navaid,original,3,NKX:BUR:TEC:5|NKX:VNY:TEC:5|NKX:WHP:TEC:5
AIRPORT:NKX->NAVAID:MZB:VORTAC,AIRPORT:NKX,NAVAID:MZB:VORTAC,Airport,Navaid,original,4,NKX:AVX:TEC:1|NKX:CMA:TEC:2|NKX:NTD:TEC:2|NKX:OXR:TEC:2
AIRPORT:NKX->NAVAID:OCN:VORTAC,AIRPORT:NKX,NAVAID:OCN:VORTAC,Airport,Navaid,original,38,NKX:AJO:TEC:1|NKX:BUR:TEC:1|NKX:BUR:TEC:3|NKX:CCB:TEC:1|NKX:CMA:TEC:1|NKX:CMA:TEC:3|NKX:CNO:TEC:1|NKX:EMT:TEC:1|NKX:F70:TEC:1|NKX:FUL:TEC:1|NKX:HHR:TEC:1|NKX:HMT:TEC:1|NKX:L65:TEC:1|NKX:LAX:TEC:5|NKX:LAX:TEC:7|NKX:LGB:TEC:1|NKX:NTD:TEC:1|NKX:NTD:TEC:3|NKX:ONT:TEC:1|NKX:OXR:TEC:1|NKX:OXR:TEC:3|NKX:POC:TEC:1|NKX:RAL:TEC:1|NKX:REI:TEC:1|NKX:RIR:TEC:1|NKX:RIV:TEC:1|NKX:SBA:TEC:1|NKX:SBA:TEC:3|NKX:SBD:TEC:1|NKX:SLI:TEC:1|NKX:SMO:TEC:1|NKX:SMO:TEC:3|NKX:SNA:TEC:1|NKX:TOA:TEC:1|NKX:VNY:TEC:1|NKX:VNY:TEC:3|NKX:WHP:TEC:1|NKX:WHP:TEC:3
AIRPORT:NKX->NAVAID:PDZ:VORTAC,AIRPORT:NKX,NAVAID:PDZ:VORTAC,Airport,Navaid,original,4,NKX:AJO:TEC:2|NKX:CNO:TEC:2|NKX:RAL:TEC:2|NKX:RIR:TEC:2
AIRPORT:NKX->NAVAID:SLI:VORTAC,AIRPORT:NKX,NAVAID:SLI:VORTAC,Airport,Navaid,original,12,NKX:BUR:TEC:6|NKX:FUL:TEC:3|NKX:HHR:TEC:3|NKX:LAX:TEC:10|NKX:LGB:TEC:3|NKX:SLI:TEC:3|NKX:SMO:TEC:5|NKX:SMO:TEC:6|NKX:SNA:TEC:3|NKX:TOA:TEC:3|NKX:VNY:TEC:6|NKX:WHP:TEC:6
AIRPORT:NRS->FIX:CWARD,AIRPORT:NRS,FIX:CWARD,Airport,Fix,original,6,NRS:AVX:TEC:3|NRS:CMA:TEC:5|NRS:LAX:TEC:9|NRS:NTD:TEC:5|NRS:OXR:TEC:5|NRS:SBA:TEC:4
AIRPORT:NRS->FIX:DEGLE,AIRPORT:NRS,FIX:DEGLE,Airport,Fix,original,1,NRS:HMT:TEC:2
AIRPORT:NRS->FIX:PEBLE,AIRPORT:NRS,FIX:PEBLE,Airport,Fix,original,24,NRS:AVX:TEC:2|NRS:BUR:TEC:2|NRS:BUR:TEC:4|NRS:CCB:TEC:2|NRS:CMA:TEC:4|NRS:EMT:TEC:2|NRS:FUL:TEC:2|NRS:HHR:TEC:2|NRS:LAX:TEC:6|NRS:LAX:TEC:8|NRS:LGB:TEC:2|NRS:NTD:TEC:4|NRS:OXR:TEC:4|NRS:POC:TEC:2|NRS:SBA:TEC:2|NRS:SLI:TEC:2|NRS:SMO:TEC:2|NRS:SMO:TEC:4|NRS:SNA:TEC:2|NRS:TOA:TEC:2|NRS:VNY:TEC:2|NRS:VNY:TEC:4|NRS:WHP:TEC:2|NRS:WHP:TEC:4
AIRPORT:NRS->FIX:ROBNN,AIRPORT:NRS,FIX:ROBNN,Airport,Fix,original,1,NRS:F70:TEC:2
AIRPORT:NRS->FIX:TANNR,AIRPORT:NRS,FIX:TANNR,Airport,Fix,original,5,NRS:L65:TEC:2|NRS:ONT:TEC:2|NRS:REI:TEC:2|NRS:RIV:TEC:2|NRS:SBD:TEC:2
AIRPORT:NRS->NAVAID:LAX:VORTAC,AIRPORT:NRS,NAVAID:LAX:VORTAC,Airport,Navaid,original,3,NRS:BUR:TEC:5|NRS:VNY:TEC:5|NRS:WHP:TEC:5
AIRPORT:NRS->NAVAID:MZB:VORTAC,AIRPORT:NRS,NAVAID:MZB:VORTAC,Airport,Navaid,original,4,NRS:AVX:TEC:1|NRS:CMA:TEC:2|NRS:NTD:TEC:2|NRS:OXR:TEC:2
AIRPORT:NRS->NAVAID:OCN:VORTAC,AIRPORT:NRS,NAVAID:OCN:VORTAC,Airport,Navaid,original,38,NRS:AJO:TEC:1|NRS:BUR:TEC:1|NRS:BUR:TEC:3|NRS:CCB:TEC:1|NRS:CMA:TEC:1|NRS:CMA:TEC:3|NRS:CNO:TEC:1|NRS:EMT:TEC:1|NRS:F70:TEC:1|NRS:FUL:TEC:1|NRS:HHR:TEC:1|NRS:HMT:TEC:1|NRS:L65:TEC:1|NRS:LAX:TEC:5|NRS:LAX:TEC:7|NRS:LGB:TEC:1|NRS:NTD:TEC:1|NRS:NTD:TEC:3|NRS:ONT:TEC:1|NRS:OXR:TEC:1|NRS:OXR:TEC:3|NRS:POC:TEC:1|NRS:RAL:TEC:1|NRS:REI:TEC:1|NRS:RIR:TEC:1|NRS:RIV:TEC:1|NRS:SBA:TEC:1|NRS:SBA:TEC:3|NRS:SBD:TEC:1|NRS:SLI:TEC:1|NRS:SMO:TEC:1|NRS:SMO:TEC:3|NRS:SNA:TEC:1|NRS:TOA:TEC:1|NRS:VNY:TEC:1|NRS:VNY:TEC:3|NRS:WHP:TEC:1|NRS:WHP:TEC:3
AIRPORT:NRS->NAVAID:PDZ:VORTAC,AIRPORT:NRS,NAVAID:PDZ:VORTAC,Airport,Navaid,original,4,NRS:AJO:TEC:2|NRS:CNO:TEC:2|NRS:RAL:TEC:2|NRS:RIR:TEC:2
AIRPORT:NRS->NAVAID:SLI:VORTAC,AIRPORT:NRS,NAVAID:SLI:VORTAC,Airport,Navaid,original,12,NRS:BUR:TEC:6|NRS:FUL:TEC:3|NRS:HHR:TEC:3|NRS:LAX:TEC:10|NRS:LGB:TEC:3|NRS:SLI:TEC:3|NRS:SMO:TEC:5|NRS:SMO:TEC:6|NRS:SNA:TEC:3|NRS:TOA:TEC:3|NRS:VNY:TEC:6|NRS:WHP:TEC:6
AIRPORT:NUQ->FIX:DOCAL,AIRPORT:NUQ,FIX:DOCAL,Airport,Fix,original,1,NUQ:SQL:TEC:1
AIRPORT:NUQ->FIX:GOBBS,AIRPORT:NUQ,FIX:GOBBS,Airport,Fix,original,1,NUQ:HAF:TEC:2
AIRPORT:NUQ->NAVAID:OSI:VOR/DME,AIRPORT:NUQ,NAVAID:OSI:VOR/DME,Airport,Navaid,original,1,NUQ:HAF:TEC:1
AIRPORT:NUQ->NAVAID:SFO:VOR/DME,AIRPORT:NUQ,NAVAID:SFO:VOR/DME,Airport,Navaid,original,1,NUQ:SFO:TEC:1
AIRPORT:NUQ->NAVAID:SJC:VOR/DME,AIRPORT:NUQ,NAVAID:SJC:VOR/DME,Airport,Navaid,original,4,NUQ:AUN:TEC:1|NUQ:CCR:TEC:1|NUQ:LSN:TEC:1|NUQ:SJC:TEC:1
AIRPORT:NUW->FIX:DIGGN,AIRPORT:NUW,FIX:DIGGN,Airport,Fix,original,1,NUW:OLM:SLD:1
AIRPORT:NUW->NAVAID:NUW:TACAN,AIRPORT:NUW,NAVAID:NUW:TACAN,Airport,Navaid,original,4,NUW:ELN:SLD:1|NUW:EUG:SLD:1|NUW:PDX:SLD:1|NUW:PDX:SLD:2
AIRPORT:NZY->FIX:CWARD,AIRPORT:NZY,FIX:CWARD,Airport,Fix,original,6,NZY:AVX:TEC:3|NZY:CMA:TEC:5|NZY:LAX:TEC:9|NZY:NTD:TEC:5|NZY:OXR:TEC:5|NZY:SBA:TEC:4
AIRPORT:NZY->FIX:DEGLE,AIRPORT:NZY,FIX:DEGLE,Airport,Fix,original,1,NZY:HMT:TEC:2
AIRPORT:NZY->FIX:PEBLE,AIRPORT:NZY,FIX:PEBLE,Airport,Fix,original,24,NZY:AVX:TEC:2|NZY:BUR:TEC:2|NZY:BUR:TEC:4|NZY:CCB:TEC:2|NZY:CMA:TEC:4|NZY:EMT:TEC:2|NZY:FUL:TEC:2|NZY:HHR:TEC:2|NZY:LAX:TEC:6|NZY:LAX:TEC:8|NZY:LGB:TEC:2|NZY:NTD:TEC:4|NZY:OXR:TEC:4|NZY:POC:TEC:2|NZY:SBA:TEC:2|NZY:SLI:TEC:2|NZY:SMO:TEC:2|NZY:SMO:TEC:4|NZY:SNA:TEC:2|NZY:TOA:TEC:2|NZY:VNY:TEC:2|NZY:VNY:TEC:4|NZY:WHP:TEC:2|NZY:WHP:TEC:4
AIRPORT:NZY->FIX:ROBNN,AIRPORT:NZY,FIX:ROBNN,Airport,Fix,original,1,NZY:F70:TEC:2
AIRPORT:NZY->FIX:TANNR,AIRPORT:NZY,FIX:TANNR,Airport,Fix,original,5,NZY:L65:TEC:2|NZY:ONT:TEC:2|NZY:REI:TEC:2|NZY:RIV:TEC:2|NZY:SBD:TEC:2
AIRPORT:NZY->NAVAID:LAX:VORTAC,AIRPORT:NZY,NAVAID:LAX:VORTAC,Airport,Navaid,original,3,NZY:BUR:TEC:5|NZY:VNY:TEC:5|NZY:WHP:TEC:5
AIRPORT:NZY->NAVAID:MZB:VORTAC,AIRPORT:NZY,NAVAID:MZB:VORTAC,Airport,Navaid,original,4,NZY:AVX:TEC:1|NZY:CMA:TEC:2|NZY:NTD:TEC:2|NZY:OXR:TEC:2
