edgeKey,fromNodeKey,toNodeKey,fromType,toType,directionType,sourceRouteCount,sourceRouteKeys
NAVAID:PDZ:VORTAC->AIRPORT:RIR,NAVAID:PDZ:VORTAC,AIRPORT:RIR,Navaid,Airport,original,58,AVX:RIR:TEC:1|BUR:RIR:TEC:1|BUR:RIR:TEC:2|CMA:RIR:TEC:1|CMA:RIR:TEC:2|CRQ:RIR:TEC:1|CRQ:RIR:TEC:2|FUL:RIR:TEC:1|HHR:RIR:TEC:1|IZA:RIR:TEC:1|L18:RIR:TEC:1|L18:RIR:TEC:2|LAX:RIR:TEC:1|LAX:RIR:TEC:2|LAX:RIR:TEC:3|LAX:RIR:TEC:4|LGB:RIR:TEC:1|LPC:RIR:TEC:1|MYF:RIR:TEC:1|MYF:RIR:TEC:2|NFG:RIR:TEC:1|NFG:RIR:TEC:2|NKX:RIR:TEC:1|NKX:RIR:TEC:2|NRS:RIR:TEC:1|NRS:RIR:TEC:2|NZY:RIR:TEC:1|NZY:RIR:TEC:2|OKB:RIR:TEC:1|OKB:RIR:TEC:2|OXR:RIR:TEC:1|OXR:RIR:TEC:2|PSP:RIR:TEC:1|RNM:RIR:TEC:1|RNM:RIR:TEC:2|SAN:RIR:TEC:1|SAN:RIR:TEC:2|SBA:RIR:TEC:1|SBA:RIR:TEC:2|SBP:RIR:TEC:1|SDM:RIR:TEC:1|SDM:RIR:TEC:2|SEE:RIR:TEC:1|SEE:RIR:TEC:2|SLI:RIR:TEC:1|SMO:RIR:TEC:1|SMO:RIR:TEC:2|SMX:RIR:TEC:1|SNA:RIR:TEC:1|TOA:RIR:TEC:1|TOA:RIR:TEC:2|TRM:RIR:TEC:1|UDD:RIR:TEC:1|VBG:RIR:TEC:1|VNY:RIR:TEC:1|VNY:RIR:TEC:2|WHP:RIR:TEC:1|WHP:RIR:TEC:2
NAVAID:PDZ:VORTAC->AIRPORT:RIV,NAVAID:PDZ:VORTAC,AIRPORT:RIV,Navaid,Airport,original,51,AVX:RIV:TEC:1|BUR:RIV:TEC:1|BUR:RIV:TEC:2|CMA:RIV:TEC:1|CMA:RIV:TEC:2|CRQ:RIV:TEC:1|FUL:RIV:TEC:1|HHR:RIV:TEC:1|IZA:RIV:TEC:1|IZA:RIV:TEC:2|L18:RIV:TEC:1|LAX:RIV:TEC:1|LAX:RIV:TEC:2|LAX:RIV:TEC:3|LAX:RIV:TEC:4|LGB:RIV:TEC:1|LPC:RIV:TEC:1|LPC:RIV:TEC:2|MYF:RIV:TEC:1|NFG:RIV:TEC:1|NKX:RIV:TEC:1|NRS:RIV:TEC:1|NZY:RIV:TEC:1|OKB:RIV:TEC:1|OXR:RIV:TEC:1|OXR:RIV:TEC:2|PSP:RIV:TEC:1|RNM:RIV:TEC:1|SAN:RIV:TEC:1|SBA:RIV:TEC:1|SBA:RIV:TEC:2|SBP:RIV:TEC:1|SBP:RIV:TEC:2|SDM:RIV:TEC:1|SEE:RIV:TEC:1|SLI:RIV:TEC:1|SMO:RIV:TEC:1|SMO:RIV:TEC:2|SMX:RIV:TEC:1|SMX:RIV:TEC:2|SNA:RIV:TEC:1|TOA:RIV:TEC:1|TOA:RIV:TEC:2|TRM:RIV:TEC:1|UDD:RIV:TEC:1|VBG:RIV:TEC:1|VBG:RIV:TEC:2|VNY:RIV:TEC:1|VNY:RIV:TEC:2|WHP:RIV:TEC:1|WHP:RIV:TEC:2
NAVAID:PDZ:VORTAC->AIRPORT:SBD,NAVAID:PDZ:VORTAC,AIRPORT:SBD,Navaid,Airport,original,51,AVX:SBD:TEC:1|BUR:SBD:TEC:1|BUR:SBD:TEC:2|CMA:SBD:TEC:1|CMA:SBD:TEC:2|CRQ:SBD:TEC:1|FUL:SBD:TEC:1|HHR:SBD:TEC:1|IZA:SBD:TEC:1|IZA:SBD:TEC:2|L18:SBD:TEC:1|LAX:SBD:TEC:1|LAX:SBD:TEC:2|LAX:SBD:TEC:3|LAX:SBD:TEC:4|LGB:SBD:TEC:1|LPC:SBD:TEC:1|LPC:SBD:TEC:2|MYF:SBD:TEC:1|NFG:SBD:TEC:1|NKX:SBD:TEC:1|NRS:SBD:TEC:1|NZY:SBD:TEC:1|OKB:SBD:TEC:1|OXR:SBD:TEC:1|OXR:SBD:TEC:2|PSP:SBD:TEC:1|RNM:SBD:TEC:1|SAN:SBD:TEC:1|SBA:SBD:TEC:1|SBA:SBD:TEC:2|SBP:SBD:TEC:1|SBP:SBD:TEC:2|SDM:SBD:TEC:1|SEE:SBD:TEC:1|SLI:SBD:TEC:1|SMO:SBD:TEC:1|SMO:SBD:TEC:2|SMX:SBD:TEC:1|SMX:SBD:TEC:2|SNA:SBD:TEC:1|TOA:SBD:TEC:1|TOA:SBD:TEC:2|TRM:SBD:TEC:1|UDD:SBD:TEC:1|VBG:SBD:TEC:1|VBG:SBD:TEC:2|VNY:SBD:TEC:1|VNY:SBD:TEC:2|WHP:SBD:TEC:1|WHP:SBD:TEC:2
NAVAID:PDZ:VORTAC->FIX:DARTS,NAVAID:PDZ:VORTAC,FIX:DARTS,Navaid,Fix,original,17,AJO:SMO:TEC:1|CCB:SMO:TEC:3|CNO:SMO:TEC:1|EMT:SMO:TEC:1|F70:SMO:TEC:1|HMT:SMO:TEC:1|L65:SMO:TEC:1|ONT:SMO:TEC:1|POC:SMO:TEC:1|PSP:SMO:TEC:1|RAL:SMO:TEC:1|REI:SMO:TEC:1|RIR:SMO:TEC:1|RIV:SMO:TEC:1|SBD:SMO:TEC:1|TRM:SMO:TEC:2|UDD:SMO:TEC:2
NAVAID:PDZ:VORTAC->FIX:DEANO,NAVAID:PDZ:VORTAC,FIX:DEANO,Navaid,Fix,original,17,AJO:SBA:TEC:1|CCB:SBA:TEC:3|CNO:SBA:TEC:1|EMT:SBA:TEC:1|F70:SBA:TEC:1|HMT:SBA:TEC:1|L65:SBA:TEC:1|ONT:SBA:TEC:1|POC:SBA:TEC:1|PSP:SBA:TEC:3|RAL:SBA:TEC:1|REI:SBA:TEC:1|RIR:SBA:TEC:1|RIV:SBA:TEC:1|SBD:SBA:TEC:1|TRM:SBA:TEC:1|UDD:SBA:TEC:1
NAVAID:PDZ:VORTAC->FIX:DOWDD,NAVAID:PDZ:VORTAC,FIX:DOWDD,Navaid,Fix,original,14,AJO:LAX:TEC:1|CCB:LAX:TEC:7|CNO:LAX:TEC:1|EMT:LAX:TEC:1|F70:LAX:TEC:1|HMT:LAX:TEC:1|L65:LAX:TEC:1|ONT:LAX:TEC:1|POC:LAX:TEC:1|RAL:LAX:TEC:1|REI:LAX:TEC:1|RIR:LAX:TEC:1|RIV:LAX:TEC:1|SBD:LAX:TEC:1
NAVAID:PDZ:VORTAC->FIX:HAILE,NAVAID:PDZ:VORTAC,FIX:HAILE,Navaid,Fix,original,84,AJO:MYF:TEC:1|AJO:NRS:TEC:1|AJO:NZY:TEC:1|AJO:SAN:TEC:1|AJO:SDM:TEC:1|AJO:SEE:TEC:1|CCB:MYF:TEC:3|CCB:NRS:TEC:1|CCB:NZY:TEC:1|CCB:SAN:TEC:1|CCB:SDM:TEC:1|CCB:SEE:TEC:1|CNO:MYF:TEC:1|CNO:NRS:TEC:1|CNO:NZY:TEC:1|CNO:SAN:TEC:1|CNO:SDM:TEC:1|CNO:SEE:TEC:1|EMT:MYF:TEC:1|EMT:NRS:TEC:1|EMT:NZY:TEC:1|EMT:SAN:TEC:1|EMT:SDM:TEC:1|EMT:SEE:TEC:1|F70:MYF:TEC:1|F70:NRS:TEC:1|F70:NZY:TEC:1|F70:SAN:TEC:1|F70:SDM:TEC:1|F70:SEE:TEC:1|HMT:MYF:TEC:1|HMT:NRS:TEC:1|HMT:NZY:TEC:1|HMT:SAN:TEC:1|HMT:SDM:TEC:1|HMT:SEE:TEC:1|L65:MYF:TEC:1|L65:NRS:TEC:1|L65:NZY:TEC:1|L65:SAN:TEC:1|L65:SDM:TEC:1|L65:SEE:TEC:1|ONT:MYF:TEC:1|ONT:NRS:TEC:1|ONT:NZY:TEC:1|ONT:SAN:TEC:1|ONT:SDM:TEC:1|ONT:SEE:TEC:1|POC:MYF:TEC:1|POC:NRS:TEC:1|POC:NZY:TEC:1|POC:SAN:TEC:1|POC:SDM:TEC:1|POC:SEE:TEC:1|RAL:MYF:TEC:1|RAL:NRS:TEC:1|RAL:NZY:TEC:1|RAL:SAN:TEC:1|RAL:SDM:TEC:1|RAL:SEE:TEC:1|REI:MYF:TEC:1|REI:NRS:TEC:1|REI:NZY:TEC:1|REI:SAN:TEC:1|REI:SDM:TEC:1|REI:SEE:TEC:1|RIR:MYF:TEC:1|RIR:NRS:TEC:1|RIR:NZY:TEC:1|RIR:SAN:TEC:1|RIR:SDM:TEC:1|RIR:SEE:TEC:1|RIV:MYF:TEC:1|RIV:NRS:TEC:1|RIV:NZY:TEC:1|RIV:SAN:TEC:1|RIV:SDM:TEC:1|RIV:SEE:TEC:1|SBD:MYF:TEC:1|SBD:NRS:TEC:1|SBD:NZY:TEC:1|SBD:SAN:TEC:1|SBD:SDM:TEC:1|SBD:SEE:TEC:1
NAVAID:PDZ:VORTAC->FIX:HUMAN,NAVAID:PDZ:VORTAC,FIX:HUMAN,Navaid,Fix,original,25,AVX:HMT:TEC:1|BUR:HMT:TEC:4|CMA:HMT:TEC:2|FUL:HMT:TEC:3|IZA:HMT:TEC:1|IZA:HMT:TEC:2|LAX:HMT:TEC:10|LAX:HMT:TEC:8|LGB:HMT:TEC:1|LPC:HMT:TEC:1|LPC:HMT:TEC:2|OXR:HMT:TEC:4|SBA:HMT:TEC:4|SBA:HMT:TEC:5|SBP:HMT:TEC:1|SBP:HMT:TEC:2|SLI:HMT:TEC:1|SMX:HMT:TEC:1|SMX:HMT:TEC:2|SNA:HMT:TEC:1|TOA:HMT:TEC:1|VBG:HMT:TEC:1|VBG:HMT:TEC:2|VNY:HMT:TEC:2|WHP:HMT:TEC:2
NAVAID:PDZ:VORTAC->FIX:JESEX,NAVAID:PDZ:VORTAC,FIX:JESEX,Navaid,Fix,original,47,AVX:F70:TEC:1|BUR:F70:TEC:2|BUR:F70:TEC:3|CMA:F70:TEC:1|CMA:F70:TEC:2|CRQ:F70:TEC:3|FUL:F70:TEC:2|HHR:F70:TEC:2|IZA:F70:TEC:1|IZA:F70:TEC:2|L18:F70:TEC:1|LAX:F70:TEC:5|LAX:F70:TEC:7|LAX:F70:TEC:8|LGB:F70:TEC:1|LPC:F70:TEC:1|LPC:F70:TEC:2|MYF:F70:TEC:1|NFG:F70:TEC:1|NKX:F70:TEC:1|NRS:F70:TEC:1|NZY:F70:TEC:1|OKB:F70:TEC:1|OXR:F70:TEC:2|OXR:F70:TEC:3|RNM:F70:TEC:1|SAN:F70:TEC:1|SBA:F70:TEC:3|SBA:F70:TEC:4|SBP:F70:TEC:1|SBP:F70:TEC:2|SDM:F70:TEC:1|SEE:F70:TEC:1|SLI:F70:TEC:1|SMO:F70:TEC:2|SMO:F70:TEC:3|SMX:F70:TEC:1|SMX:F70:TEC:2|SNA:F70:TEC:1|TOA:F70:TEC:1|TOA:F70:TEC:2|VBG:F70:TEC:1|VBG:F70:TEC:2|VNY:F70:TEC:1|VNY:F70:TEC:2|WHP:F70:TEC:1|WHP:F70:TEC:2
NAVAID:PDZ:VORTAC->FIX:LAHAB,NAVAID:PDZ:VORTAC,FIX:LAHAB,Navaid,Fix,original,3,PSP:LAX:TEC:10|TRM:LAX:TEC:4|UDD:LAX:TEC:4
NAVAID:PDZ:VORTAC->FIX:NIKKL,NAVAID:PDZ:VORTAC,FIX:NIKKL,Navaid,Fix,original,35,CRQ:HMT:TEC:5|HHR:HMT:TEC:4|IZA:PSP:TEC:1|IZA:TRM:TEC:1|IZA:UDD:TEC:1|L18:HMT:TEC:1|LAX:HMT:TEC:11|LPC:PSP:TEC:1|LPC:TRM:TEC:1|LPC:UDD:TEC:1|MYF:HMT:TEC:1|NFG:HMT:TEC:1|NKX:HMT:TEC:1|NRS:HMT:TEC:1|NZY:HMT:TEC:1|OKB:HMT:TEC:1|PSP:HMT:TEC:3|RNM:HMT:TEC:1|SAN:HMT:TEC:1|SBP:PSP:TEC:1|SBP:TRM:TEC:1|SBP:UDD:TEC:1|SDM:HMT:TEC:1|SEE:HMT:TEC:1|SMO:HMT:TEC:2|SMO:HMT:TEC:3|SMX:PSP:TEC:1|SMX:TRM:TEC:1|SMX:UDD:TEC:1|TOA:HMT:TEC:2|TRM:HMT:TEC:1|UDD:HMT:TEC:1|VBG:PSP:TEC:1|VBG:TRM:TEC:1|VBG:UDD:TEC:1
NAVAID:PDZ:VORTAC->FIX:POWUP,NAVAID:PDZ:VORTAC,FIX:POWUP,Navaid,Fix,original,17,AJO:HHR:TEC:1|CCB:HHR:TEC:3|CNO:HHR:TEC:1|EMT:HHR:TEC:1|F70:HHR:TEC:1|HMT:HHR:TEC:1|L65:HHR:TEC:1|ONT:HHR:TEC:1|POC:HHR:TEC:1|PSP:HHR:TEC:3|RAL:HHR:TEC:1|REI:HHR:TEC:1|RIR:HHR:TEC:1|RIV:HHR:TEC:1|SBD:HHR:TEC:1|TRM:HHR:TEC:1|UDD:HHR:TEC:1
NAVAID:PDZ:VORTAC->FIX:PRADO,NAVAID:PDZ:VORTAC,FIX:PRADO,Navaid,Fix,original,14,AJO:LAX:TEC:3|CCB:LAX:TEC:9|CNO:LAX:TEC:3|EMT:LAX:TEC:3|F70:LAX:TEC:3|HMT:LAX:TEC:3|L65:LAX:TEC:3|ONT:LAX:TEC:3|POC:LAX:TEC:3|RAL:LAX:TEC:3|REI:LAX:TEC:3|RIR:LAX:TEC:3|RIV:LAX:TEC:3|SBD:LAX:TEC:3
NAVAID:PDZ:VORTAC->FIX:RNDAL,NAVAID:PDZ:VORTAC,FIX:RNDAL,Navaid,Fix,original,28,AJO:AVX:TEC:1|AJO:SNA:TEC:1|CCB:AVX:TEC:3|CCB:SNA:TEC:3|CNO:AVX:TEC:1|CNO:SNA:TEC:1|EMT:AVX:TEC:1|EMT:SNA:TEC:1|F70:AVX:TEC:1|F70:SNA:TEC:1|HMT:AVX:TEC:1|HMT:SNA:TEC:1|L65:AVX:TEC:1|L65:SNA:TEC:1|ONT:AVX:TEC:1|ONT:SNA:TEC:1|POC:AVX:TEC:1|POC:SNA:TEC:1|RAL:AVX:TEC:1|RAL:SNA:TEC:1|REI:AVX:TEC:1|REI:SNA:TEC:1|RIR:AVX:TEC:1|RIR:SNA:TEC:1|RIV:AVX:TEC:1|RIV:SNA:TEC:1|SBD:AVX:TEC:1|SBD:SNA:TEC:1
NAVAID:PDZ:VORTAC->FIX:ROBNN,NAVAID:PDZ:VORTAC,FIX:ROBNN,Navaid,Fix,original,70,AJO:CRQ:TEC:1|AJO:NFG:TEC:1|AJO:NKX:TEC:1|AJO:OKB:TEC:1|AJO:RNM:TEC:1|CCB:CRQ:TEC:3|CCB:NFG:TEC:1|CCB:NKX:TEC:1|CCB:OKB:TEC:1|CCB:RNM:TEC:3|CNO:CRQ:TEC:1|CNO:NFG:TEC:1|CNO:NKX:TEC:1|CNO:OKB:TEC:1|CNO:RNM:TEC:1|EMT:CRQ:TEC:1|EMT:NFG:TEC:1|EMT:NKX:TEC:1|EMT:OKB:TEC:1|EMT:RNM:TEC:1|F70:CRQ:TEC:1|F70:NFG:TEC:1|F70:NKX:TEC:1|F70:OKB:TEC:1|F70:RNM:TEC:1|HMT:CRQ:TEC:1|HMT:NFG:TEC:1|HMT:NKX:TEC:1|HMT:OKB:TEC:1|HMT:RNM:TEC:1|L65:CRQ:TEC:1|L65:NFG:TEC:1|L65:NKX:TEC:1|L65:OKB:TEC:1|L65:RNM:TEC:1|ONT:CRQ:TEC:1|ONT:NFG:TEC:1|ONT:NKX:TEC:1|ONT:OKB:TEC:1|ONT:RNM:TEC:1|POC:CRQ:TEC:1|POC:NFG:TEC:1|POC:NKX:TEC:1|POC:OKB:TEC:1|POC:RNM:TEC:1|RAL:CRQ:TEC:1|RAL:NFG:TEC:1|RAL:NKX:TEC:1|RAL:OKB:TEC:1|RAL:RNM:TEC:1|REI:CRQ:TEC:1|REI:NFG:TEC:1|REI:NKX:TEC:1|REI:OKB:TEC:1|REI:RNM:TEC:1|RIR:CRQ:TEC:1|RIR:NFG:TEC:1|RIR:NKX:TEC:1|RIR:OKB:TEC:1|RIR:RNM:TEC:1|RIV:CRQ:TEC:1|RIV:NFG:TEC:1|RIV:NKX:TEC:1|RIV:OKB:TEC:1|RIV:RNM:TEC:1|SBD:CRQ:TEC:1|SBD:NFG:TEC:1|SBD:NKX:TEC:1|SBD:OKB:TEC:1|SBD:RNM:TEC:1
NAVAID:PDZ:VORTAC->NAVAID:FIM:VORTAC,NAVAID:PDZ:VORTAC,NAVAID:FIM:VORTAC,Navaid,Navaid,original,51,AJO:CMA:TEC:1|AJO:NTD:TEC:1|AJO:OXR:TEC:1|CCB:CMA:TEC:3|CCB:NTD:TEC:1|CCB:OXR:TEC:1|CNO:CMA:TEC:1|CNO:NTD:TEC:1|CNO:OXR:TEC:1|EMT:CMA:TEC:1|EMT:NTD:TEC:1|EMT:OXR:TEC:1|F70:CMA:TEC:1|F70:NTD:TEC:1|F70:OXR:TEC:1|HMT:CMA:TEC:1|HMT:NTD:TEC:1|HMT:OXR:TEC:1|L65:CMA:TEC:1|L65:NTD:TEC:1|L65:OXR:TEC:1|ONT:CMA:TEC:1|ONT:NTD:TEC:1|ONT:OXR:TEC:1|POC:CMA:TEC:1|POC:NTD:TEC:1|POC:OXR:TEC:1|PSP:CMA:TEC:3|PSP:NTD:TEC:1|PSP:OXR:TEC:1|RAL:CMA:TEC:1|RAL:NTD:TEC:1|RAL:OXR:TEC:1|REI:CMA:TEC:1|REI:NTD:TEC:1|REI:OXR:TEC:1|RIR:CMA:TEC:1|RIR:NTD:TEC:1|RIR:OXR:TEC:1|RIV:CMA:TEC:1|RIV:NTD:TEC:1|RIV:OXR:TEC:1|SBD:CMA:TEC:1|SBD:NTD:TEC:1|SBD:OXR:TEC:1|TRM:CMA:TEC:1|TRM:NTD:TEC:1|TRM:OXR:TEC:1|UDD:CMA:TEC:1|UDD:NTD:TEC:1|UDD:OXR:TEC:1
NAVAID:PDZ:VORTAC->NAVAID:POM:VORTAC,NAVAID:PDZ:VORTAC,NAVAID:POM:VORTAC,Navaid,Navaid,original,98,AJO:BUR:TEC:2|AJO:CMA:TEC:2|AJO:NTD:TEC:2|AJO:OXR:TEC:2|AJO:SBA:TEC:2|AJO:VNY:TEC:2|AJO:WHP:TEC:2|CCB:BUR:TEC:4|CCB:CMA:TEC:4|CCB:NTD:TEC:2|CCB:OXR:TEC:2|CCB:SBA:TEC:4|CCB:VNY:TEC:2|CCB:WHP:TEC:2|CNO:BUR:TEC:2|CNO:CMA:TEC:2|CNO:NTD:TEC:2|CNO:OXR:TEC:2|CNO:SBA:TEC:2|CNO:VNY:TEC:2|CNO:WHP:TEC:2|EMT:BUR:TEC:2|EMT:CMA:TEC:2|EMT:NTD:TEC:2|EMT:OXR:TEC:2|EMT:SBA:TEC:2|EMT:VNY:TEC:2|EMT:WHP:TEC:2|F70:BUR:TEC:2|F70:CMA:TEC:2|F70:NTD:TEC:2|F70:OXR:TEC:2|F70:SBA:TEC:2|F70:VNY:TEC:2|F70:WHP:TEC:2|HMT:BUR:TEC:2|HMT:CMA:TEC:2|HMT:NTD:TEC:2|HMT:OXR:TEC:2|HMT:SBA:TEC:2|HMT:VNY:TEC:2|HMT:WHP:TEC:2|L65:BUR:TEC:2|L65:CMA:TEC:2|L65:NTD:TEC:2|L65:OXR:TEC:2|L65:SBA:TEC:2|L65:VNY:TEC:2|L65:WHP:TEC:2|ONT:BUR:TEC:2|ONT:CMA:TEC:2|ONT:NTD:TEC:2|ONT:OXR:TEC:2|ONT:SBA:TEC:2|ONT:VNY:TEC:2|ONT:WHP:TEC:2|POC:BUR:TEC:2|POC:CMA:TEC:2|POC:NTD:TEC:2|POC:OXR:TEC:2|POC:SBA:TEC:2|POC:VNY:TEC:2|POC:WHP:TEC:2|RAL:BUR:TEC:2|RAL:CMA:TEC:2|RAL:NTD:TEC:2|RAL:OXR:TEC:2|RAL:SBA:TEC:2|RAL:VNY:TEC:2|RAL:WHP:TEC:2|REI:BUR:TEC:2|REI:CMA:TEC:2|REI:NTD:TEC:2|REI:OXR:TEC:2|REI:SBA:TEC:2|REI:VNY:TEC:2|REI:WHP:TEC:2|RIR:BUR:TEC:2|RIR:CMA:TEC:2|RIR:NTD:TEC:2|RIR:OXR:TEC:2|RIR:SBA:TEC:2|RIR:VNY:TEC:2|RIR:WHP:TEC:2|RIV:BUR:TEC:2|RIV:CMA:TEC:2|RIV:NTD:TEC:2|RIV:OXR:TEC:2|RIV:SBA:TEC:2|RIV:VNY:TEC:2|RIV:WHP:TEC:2|SBD:BUR:TEC:2|SBD:CMA:TEC:2|SBD:NTD:TEC:2|SBD:OXR:TEC:2|SBD:SBA:TEC:2|SBD:VNY:TEC:2|SBD:WHP:TEC:2
NAVAID:PDZ:VORTAC->NAVAID:SLI:VORTAC,NAVAID:PDZ:VORTAC,NAVAID:SLI:VORTAC,Navaid,Navaid,original,70,AJO:FUL:TEC:1|AJO:LAX:TEC:2|AJO:LGB:TEC:1|AJO:SLI:TEC:1|AJO:TOA:TEC:1|CCB:FUL:TEC:3|CCB:LAX:TEC:8|CCB:LGB:TEC:1|CCB:SLI:TEC:1|CCB:TOA:TEC:1|CNO:FUL:TEC:1|CNO:LAX:TEC:2|CNO:LGB:TEC:1|CNO:SLI:TEC:1|CNO:TOA:TEC:1|EMT:FUL:TEC:1|EMT:LAX:TEC:2|EMT:LGB:TEC:1|EMT:SLI:TEC:1|EMT:TOA:TEC:1|F70:FUL:TEC:1|F70:LAX:TEC:2|F70:LGB:TEC:1|F70:SLI:TEC:1|F70:TOA:TEC:1|HMT:FUL:TEC:1|HMT:LAX:TEC:2|HMT:LGB:TEC:1|HMT:SLI:TEC:1|HMT:TOA:TEC:1|L65:FUL:TEC:1|L65:LAX:TEC:2|L65:LGB:TEC:1|L65:SLI:TEC:1|L65:TOA:TEC:1|ONT:FUL:TEC:1|ONT:LAX:TEC:2|ONT:LGB:TEC:1|ONT:SLI:TEC:1|ONT:TOA:TEC:1|POC:FUL:TEC:1|POC:LAX:TEC:2|POC:LGB:TEC:1|POC:SLI:TEC:1|POC:TOA:TEC:1|RAL:FUL:TEC:1|RAL:LAX:TEC:2|RAL:LGB:TEC:1|RAL:SLI:TEC:1|RAL:TOA:TEC:1|REI:FUL:TEC:1|REI:LAX:TEC:2|REI:LGB:TEC:1|REI:SLI:TEC:1|REI:TOA:TEC:1|RIR:FUL:TEC:1|RIR:LAX:TEC:2|RIR:LGB:TEC:1|RIR:SLI:TEC:1|RIR:TOA:TEC:1|RIV:FUL:TEC:1|RIV:LAX:TEC:2|RIV:LGB:TEC:1|RIV:SLI:TEC:1|RIV:TOA:TEC:1|SBD:FUL:TEC:1|SBD:LAX:TEC:2|SBD:LGB:TEC:1|SBD:SLI:TEC:1|SBD:TOA:TEC:1
NAVAID:PDZ:VORTAC->NAVAID:VNY:VOR/DME,NAVAID:PDZ:VORTAC,NAVAID:VNY:VOR/DME,Navaid,Navaid,original,51,AJO:BUR:TEC:1|AJO:VNY:TEC:1|AJO:WHP:TEC:1|CCB:BUR:TEC:3|CCB:VNY:TEC:1|CCB:WHP:TEC:1|CNO:BUR:TEC:1|CNO:VNY:TEC:1|CNO:WHP:TEC:1|EMT:BUR:TEC:1|EMT:VNY:TEC:1|EMT:WHP:TEC:1|F70:BUR:TEC:1|F70:VNY:TEC:1|F70:WHP:TEC:1|HMT:BUR:TEC:1|HMT:VNY:TEC:1|HMT:WHP:TEC:1|L65:BUR:TEC:1|L65:VNY:TEC:1|L65:WHP:TEC:1|ONT:BUR:TEC:1|ONT:VNY:TEC:1|ONT:WHP:TEC:1|POC:BUR:TEC:1|POC:VNY:TEC:1|POC:WHP:TEC:1|PSP:BUR:TEC:3|PSP:VNY:TEC:1|PSP:WHP:TEC:1|RAL:BUR:TEC:1|RAL:VNY:TEC:1|RAL:WHP:TEC:1|REI:BUR:TEC:1|REI:VNY:TEC:1|REI:WHP:TEC:1|RIR:BUR:TEC:1|RIR:VNY:TEC:1|RIR:WHP:TEC:1|RIV:BUR:TEC:1|RIV:VNY:TEC:1|RIV:WHP:TEC:1|SBD:BUR:TEC:1|SBD:VNY:TEC:1|SBD:WHP:TEC:1|TRM:BUR:TEC:1|TRM:VNY:TEC:1|TRM:WHP:TEC:1|UDD:BUR:TEC:1|UDD:VNY:TEC:1|UDD:WHP:TEC:1
NAVAID:PEQ:VOR/DME->FIX:FUSCO,NAVAID:PEQ:VOR/DME,FIX:FUSCO,Navaid,Fix,original,6,OAK:IAH:H:2|OAK:IAH:H:3|SFO:IAH:H:2|SFO:IAH:H:3|SJC:IAH:H:2|SJC:IAH:H:3
NAVAID:PER:VORTAC->NAVAID:GCK:VORTAC,NAVAID:PER:VORTAC,NAVAID:GCK:VORTAC,Navaid,Navaid,original,7,ATL:DEN:H:1|MCO:DEN:H:1|MEM:DEN:H:1|ORL:DEN:H:1|ORL:DEN:H:2|PBI:DEN:H:2|RSW:DEN:H:2
NAVAID:PGO:VORTAC->FIX:BROBB,NAVAID:PGO:VORTAC,FIX:BROBB,Navaid,Fix,original,1,STL:AUS:H:1
NAVAID:PGO:VORTAC->NAVAID:RZC:VORTAC,NAVAID:PGO:VORTAC,NAVAID:RZC:VORTAC,Navaid,Navaid,original,2,HOU:XNA:H:1|IAH:XNA:H:1
NAVAID:PIE:VORTAC->AIRPORT:FLL,NAVAID:PIE:VORTAC,AIRPORT:FLL,Navaid,Airport,original,1,TLH:FLL:L:2
NAVAID:PIE:VORTAC->AIRPORT:MIA,NAVAID:PIE:VORTAC,AIRPORT:MIA,Navaid,Airport,original,1,TLH:MIA:L:2
NAVAID:PIE:VORTAC->AIRPORT:TPA,NAVAID:PIE:VORTAC,AIRPORT:TPA,Navaid,Airport,original,3,APF:TPA:L:2|EYW:TPA:L:1|RSW:TPA:L:1
NAVAID:PIE:VORTAC->NAVAID:RSW:VORTAC,NAVAID:PIE:VORTAC,NAVAID:RSW:VORTAC,Navaid,Navaid,original,1,TPA:EYW:L:1
NAVAID:PIH:VOR/DME->AIRPORT:SLC,NAVAID:PIH:VOR/DME,AIRPORT:SLC,Navaid,Airport,original,1,PIH:SLC:SHD:1
NAVAID:PKE:VORTAC->AIRPORT:SAN,NAVAID:PKE:VORTAC,AIRPORT:SAN,Navaid,Airport,original,3,BWI:SAN:H:1|DCA:SAN:H:1|IAD:SAN:H:1
NAVAID:PKE:VORTAC->NAVAID:DRK:VORTAC,NAVAID:PKE:VORTAC,NAVAID:DRK:VORTAC,Navaid,Navaid,original,1,LAX:ATL:H:1
NAVAID:PMD:VORTAC->AIRPORT:EDW,NAVAID:PMD:VORTAC,AIRPORT:EDW,Navaid,Airport,original,4,CMA:EDW:TEC:1|HHR:EDW:TEC:1|OXR:EDW:TEC:1|TOA:EDW:TEC:1
NAVAID:PMD:VORTAC->AIRPORT:IYK,NAVAID:PMD:VORTAC,AIRPORT:IYK,Navaid,Airport,original,4,CMA:IYK:TEC:1|HHR:IYK:TEC:1|OXR:IYK:TEC:1|TOA:IYK:TEC:1
NAVAID:PMD:VORTAC->AIRPORT:L00,NAVAID:PMD:VORTAC,AIRPORT:L00,Navaid,Airport,original,4,CMA:L00:TEC:1|HHR:L00:TEC:1|OXR:L00:TEC:1|TOA:L00:TEC:1
NAVAID:PMD:VORTAC->AIRPORT:MHV,NAVAID:PMD:VORTAC,AIRPORT:MHV,Navaid,Airport,original,4,CMA:MHV:TEC:1|HHR:MHV:TEC:1|OXR:MHV:TEC:1|TOA:MHV:TEC:1
