airwayId,airwayLocation,airwayStringRaw,airwayStringTokens,orderedSegValues,tokenCount,pointRowCount,exactTokenMatch,normalizedTokenMatch,firstMismatchIndex,mismatchReason
G633,C,GABAR DANDE TANZY COY SNOOZ VEDAS TUUNA DDP MAZ ZADAV MELLA,GABAR|DANDE|TANZY|COY|SNOOZ|VEDAS|TUUNA|DDP|MAZ|ZADAV|MELLA,GABAR|DANDE|TANZY|COY|SNOOZ|VEDAS|TUUNA|DDP|MAZ|ZADAV|MELLA,11,11,true,true,,exact_match
G648,C,GTK PVN MICAS,GTK|PVN|MICAS,GTK|PVN|MICAS,3,3,true,true,,exact_match
G8,A,ADK RUNUW LONOK SIYNY DUT ZEBUV MORDI TESPE CHUNA UNETE ELF,ADK|RUNUW|LONOK|SIYNY|DUT|ZEBUV|MORDI|TESPE|CHUNA|UNETE|ELF,ADK|RUNUW|LONOK|SIYNY|DUT|ZEBUV|MORDI|TESPE|CHUNA|UNETE|ELF,11,11,true,true,,exact_match
H201,A,OME SLEDD AVUBA ENEGU MUNRI KIVAK NAYLD,OME|SLEDD|AVUBA|ENEGU|MUNRI|KIVAK|NAYLD,OME|SLEDD|AVUBA|ENEGU|MUNRI|KIVAK|NAYLD,7,7,true,true,,exact_match
H222,A,VALDA ICEEE SLEDD MCG,VALDA|ICEEE|SLEDD|MCG,VALDA|ICEEE|SLEDD|MCG,4,4,true,true,,exact_match
J1,C,TIJ TEYON MZB OCN LAX FIM REYES DERBB AVE OAK RBL HANDY OED DREWS BTG ALDER SEA,TIJ|TEYON|MZB|OCN|LAX|FIM|REYES|DERBB|AVE|OAK|RBL|HANDY|OED|DREWS|BTG|ALDER|SEA,TIJ|U.S. MEXICAN BORDER-2|TEYON|MZB|OCN|LAX|FIM|REYES|DERBB|AVE|OAK|RBL|HANDY|OED|DREWS|BTG|ALDER|SEA,17,18,false,false,1,token_value_mismatch
J10,C,LAX JUGLI CIVET RUSTT PIONE TNP CADEZ HIPPI FLG RSK HBU FQF LBF DSM IOW,LAX|JUGLI|CIVET|RUSTT|PIONE|TNP|CADEZ|HIPPI|FLG|RSK|HBU|FQF|LBF|DSM|IOW,LAX|JUGLI|CIVET|RUSTT|PIONE|TNP|CADEZ|HIPPI|FLG|RSK|HBU|FQF|LBF|DSM|IOW,15,15,true,true,,exact_match
J100,C,LAX DAG MISEN CLARR LAS SUVIE NORRA BCE SAKES EKR FROGS SNY DBQ COTON OBK,LAX|DAG|MISEN|CLARR|LAS|SUVIE|NORRA|BCE|SAKES|EKR|FROGS|SNY|DBQ|COTON|OBK,LAX|DAG|MISEN|CLARR|LAS|SUVIE|NORRA|BCE|SAKES|EKR|FROGS|SNY|DBQ|COTON|OBK,15,15,true,true,,exact_match
J101,C,IAH LFK SKKIP ADUKE BERKE CISAR LIT PLIED TWRAY STL FARGO SPI OBK BAE GRB SSM,IAH|LFK|SKKIP|ADUKE|BERKE|CISAR|LIT|PLIED|TWRAY|STL|FARGO|SPI|OBK|BAE|GRB|SSM,IAH|LFK|SKKIP|ADUKE|BERKE|CISAR|LIT|PLIED|TWRAY|STL|FARGO|SPI|OBK|BAE|GRB|SSM,16,16,true,true,,exact_match
J102,C,PXR FORPE CHEKR BOLIC ZUN GUP PUMPS RGINA ALS LAA RYLIE SLN,PXR|FORPE|CHEKR|BOLIC|ZUN|GUP|PUMPS|RGINA|ALS|LAA|RYLIE|SLN,PXR|FORPE|CHEKR|BOLIC|ZUN|GUP|PUMPS|RGINA|ALS|LAA|RYLIE|SLN,12,12,true,true,,exact_match
J104,C,LAX JUGLI CIVET RUSTT PIONE TNP PKE WLVRN CULTS KOFFA GBN ALMON TUS SSAND SSO WOBUG GREBE TMACK ONM FTI PUB,LAX|JUGLI|CIVET|RUSTT|PIONE|TNP|PKE|WLVRN|CULTS|KOFFA|GBN|ALMON|TUS|SSAND|SSO|WOBUG|GREBE|TMACK|ONM|FTI|PUB,LAX|JUGLI|CIVET|RUSTT|PIONE|TNP|PKE|WLVRN|CULTS|KOFFA|GBN|ALMON|TUS|SSAND|SSO|WOBUG|GREBE|TMACK|ONM|FTI|PUB,21,21,true,true,,exact_match
J106,C,JHW HOXIE DMACK STENT MAGIO LVZ JENNO HARTY STW LGA,JHW|HOXIE|DMACK|STENT|MAGIO|LVZ|JENNO|HARTY|STW|LGA,JHW|HOXIE|DMACK|STENT|MAGIO|LVZ|JENNO|HARTY|STW|LGA,10,10,true,true,,exact_match
J107,C,LAX JUGLI CIVET RESOR HEC BLD OVETO NORRA BERYL MLF URNUW OCS DDY DPR,LAX|JUGLI|CIVET|RESOR|HEC|BLD|OVETO|NORRA|BERYL|MLF|URNUW|OCS|DDY|DPR,LAX|JUGLI|CIVET|RESOR|HEC|BLD|OVETO|NORRA|BERYL|MLF|URNUW|OCS|DDY|DPR,14,14,true,true,,exact_match
J108,C,INW SJN TCS GINGR INK,INW|SJN|TCS|GINGR|INK,INW|SJN|TCS|GINGR|INK,5,5,true,true,,exact_match
J11,C,TUS TOTEC TUKEE PXR DRK KIDDR NAVHO CORKR SNAER FREDD BCE URNUW NEEBO FFU TCH,TUS|TOTEC|TUKEE|PXR|DRK|KIDDR|NAVHO|CORKR|SNAER|FREDD|BCE|URNUW|NEEBO|FFU|TCH,TUS|TOTEC|TUKEE|PXR|DRK|KIDDR|NAVHO|CORKR|SNAER|FREDD|BCE|URNUW|NEEBO|FFU|TCH,15,15,true,true,,exact_match
J110,C,BLD LRAIN RSK ALS GCK KIRKE PEABO FRACA BUM SCAWT ELSTO KOOOP STL COWES TILMN VHP FYLLS CREEP EMPTY BOWRR ZANDR CORVS AIR LEJOY VINSE GRAHM BEETS LARRI KIPPI FLIRT PENSY CYN,BLD|LRAIN|RSK|ALS|GCK|KIRKE|PEABO|FRACA|BUM|SCAWT|ELSTO|KOOOP|STL|COWES|TILMN|VHP|FYLLS|CREEP|EMPTY|BOWRR|ZANDR|CORVS|AIR|LEJOY|VINSE|GRAHM|BEETS|LARRI|KIPPI|FLIRT|PENSY|CYN,BLD|LRAIN|RSK|ALS|GCK|KIRKE|PEABO|FRACA|BUM|SCAWT|ELSTO|KOOOP|STL|COWES|TILMN|VHP|FYLLS|CREEP|EMPTY|BOWRR|ZANDR|CORVS|AIR|LEJOY|VINSE|GRAHM|BEETS|LARRI|KIPPI|FLIRT|PENSY|CYN,32,32,true,true,,exact_match
J111,A,OME WONAB UNK MCG WINOR FFITZ TED,OME|WONAB|UNK|MCG|WINOR|FFITZ|TED,OME|WONAB|UNK|MCG|WINOR|FFITZ|TED,7,7,true,true,,exact_match
J112,C,BUM EUNIK ULMAN CROCK FAM PLESS PXV IIU,BUM|EUNIK|ULMAN|CROCK|FAM|PLESS|PXV|IIU,BUM|EUNIK|ULMAN|CROCK|FAM|PLESS|PXV|IIU,8,8,true,true,,exact_match
J114,C,DVV LANDR SNY BENNZ YANKI NARLY ONL FSD GEP,DVV|LANDR|SNY|BENNZ|YANKI|NARLY|ONL|FSD|GEP,DVV|LANDR|SNY|BENNZ|YANKI|NARLY|ONL|FSD|GEP,9,9,true,true,,exact_match
J115,A,ADK DUT CDB BINAL CUDDA TANIE AKN CIFJI TUCKS ENA TED BGQ CAWIN FAI,ADK|DUT|CDB|BINAL|CUDDA|TANIE|AKN|CIFJI|TUCKS|ENA|TED|BGQ|CAWIN|FAI,ADK|DUT|CDB|BINAL|CUDDA|TANIE|AKN|CIFJI|TUCKS|ENA|TED|BGQ|CAWIN|FAI,14,14,true,true,,exact_match
J116,C,TCH FFU EKR FQF,TCH|FFU|EKR|FQF,TCH|FFU|EKR|FQF,4,4,true,true,,exact_match
J117,A,MCG GAL OTZ,MCG|GAL|OTZ,MCG|GAL|OTZ,3,3,true,true,,exact_match
J12,C,SEA NORMY BLUIT EPH DNJ TWF TCH FFU HELPR FIRRE RIFMN JNC,SEA|NORMY|BLUIT|EPH|DNJ|TWF|TCH|FFU|HELPR|FIRRE|RIFMN|JNC,SEA|NORMY|BLUIT|EPH|DNJ|TWF|TCH|FFU|HELPR|FIRRE|RIFMN|JNC,12,12,true,true,,exact_match
J120,A,ADK SPY POETT BET MCG FAI FYU,ADK|SPY|POETT|BET|MCG|FAI|FYU,ADK|SPY|POETT|BET|MCG|FAI|FYU,7,7,true,true,,exact_match
J122,A,FAI GAL OME,FAI|GAL|OME,FAI|GAL|OME,3,3,true,true,,exact_match
J123,A,CJAYY ODK KOKOZ AKN KOWOK BET OME OTZ BRW,CJAYY|ODK|KOKOZ|AKN|KOWOK|BET|OME|OTZ|BRW,CJAYY|ODK|KOKOZ|AKN|KOWOK|BET|OME|OTZ|BRW,9,9,true,true,,exact_match
J124,A,BGQ GKN ORT,BGQ|GKN|ORT,BGQ|GKN|ORT,3,3,true,true,,exact_match
J125,A,ODK KODNE TED,ODK|KODNE|TED,ODK|KODNE|TED,3,3,true,true,,exact_match
J126,C,LAX RZS CEANO ROBIE GOALI SNS SAC RBL HANDY OED EUG UBG OLM CFXKC CFQLS CFGFX,LAX|RZS|CEANO|ROBIE|GOALI|SNS|SAC|RBL|HANDY|OED|EUG|UBG|OLM|CFXKC|CFQLS|CFGFX,LAX|RZS|CEANO|ROBIE|GOALI|SNS|SAC|RBL|HANDY|OED|EUG|UBG|OLM|CFXKC|U.S. CANADIAN BORDER-2|U.S. CANADIAN BORDER-3|CFQLS|CFGFX|U.S. CANADIAN BORDER-4,16,19,false,false,14,token_value_mismatch
J127,A,AKN RINGO NONDA,AKN|RINGO|NONDA,AKN|RINGO|NONDA,3,3,true,true,,exact_match
J128,C,LAX JUGLI CIVET RUSTT EMMEY DIKES BUGGA ETINE PGS TBC LRAIN HBU FQF HCT DBQ COTON OBK,LAX|JUGLI|CIVET|RUSTT|EMMEY|DIKES|BUGGA|ETINE|PGS|TBC|LRAIN|HBU|FQF|HCT|DBQ|COTON|OBK,LAX|JUGLI|CIVET|RUSTT|EMMEY|DIKES|BUGGA|ETINE|PGS|TBC|LRAIN|HBU|FQF|HCT|DBQ|COTON|OBK,17,17,true,true,,exact_match
J129,A,OME CIVED OTZ,OME|CIVED|OTZ,OME|CIVED|OTZ,3,3,true,true,,exact_match
J13,C,BECON RUTER TCS ABQ FRIHO ESPAN ALS VIMPY FQF CYS DDY BIL GTF CFNGJ,BECON|RUTER|TCS|ABQ|FRIHO|ESPAN|ALS|VIMPY|FQF|CYS|DDY|BIL|GTF|CFNGJ,U.S. MEXICAN BORDER-2|BECON|RUTER|TCS|ABQ|FRIHO|ESPAN|ALS|VIMPY|FQF|CYS|DDY|BIL|GTF|CFNGJ|U.S. CANADIAN BORDER-3,14,16,false,false,0,token_value_mismatch
J131,C,SAT HENLY SPURS JUMBO EDNAS FUZ TXK LIT RUSLR HUMBO PXV,SAT|HENLY|SPURS|JUMBO|EDNAS|FUZ|TXK|LIT|RUSLR|HUMBO|PXV,SAT|HENLY|SPURS|JUMBO|EDNAS|FUZ|TXK|LIT|RUSLR|HUMBO|PXV,11,11,true,true,,exact_match
J133,A,TED GAL,TED|GAL,TED|GAL,2,2,true,true,,exact_match
J134,C,LAX SLI TRM PKE LANCY DRK KEYKE GUP CIM ICT ROKNE DOSOA BUM SCAWT ELSTO KOOOP STL JIGSY CAROL JUDDI MOSEY GBEES FLM,LAX|SLI|TRM|PKE|LANCY|DRK|KEYKE|GUP|CIM|ICT|ROKNE|DOSOA|BUM|SCAWT|ELSTO|KOOOP|STL|JIGSY|CAROL|JUDDI|MOSEY|GBEES|FLM,LAX|SLI|TRM|PKE|LANCY|DRK|KEYKE|GUP|CIM|ICT|ROKNE|DOSOA|BUM|SCAWT|ELSTO|KOOOP|STL|JIGSY|CAROL|JUDDI|MOSEY|GBEES|FLM,23,23,true,true,,exact_match
J135,A,BET UNK,BET|UNK,BET|UNK,2,2,true,true,,exact_match
J136,C,ONP BTG YKM GEG HILIE MLP HLN BIL MBW,ONP|BTG|YKM|GEG|HILIE|MLP|HLN|BIL|MBW,ONP|BTG|YKM|GEG|HILIE|MLP|HLN|BIL|MBW,9,9,true,true,,exact_match
J137,C,SPI FAM BSIDE ARG LIT,SPI|FAM|BSIDE|ARG|LIT,SPI|FAM|BSIDE|ARG|LIT,5,5,true,true,,exact_match
J138,C,FST SHUCK CSI SAT LCH LSU SJI,FST|SHUCK|CSI|SAT|LCH|LSU|SJI,FST|SHUCK|CSI|SAT|LCH|LSU|SJI,7,7,true,true,,exact_match
J139,A,BTT SCC,BTT|SCC,BTT|SCC,2,2,true,true,,exact_match
J14,C,PNH CRUSR IRW DWINE KLUBB KOMMA LIT XESSS JMUCK YAALL VUZ,PNH|CRUSR|IRW|DWINE|KLUBB|KOMMA|LIT|XESSS|JMUCK|YAALL|VUZ,PNH|CRUSR|IRW|DWINE|KLUBB|KOMMA|LIT|XESSS|JMUCK|YAALL|VUZ,11,11,true,true,,exact_match
J140,C,FAR DLH SSM,FAR|DLH|SSM,FAR|DLH|SSM,3,3,true,true,,exact_match
J141,C,ELP KEYLO WIPPO,ELP|KEYLO|WIPPO,ELP|KEYLO|WIPPO|U.S. MEXICAN BORDER-1,3,4,false,false,3,token_count_mismatch
J143,C,PYE ENI RBG EUG LTJ GEG,PYE|ENI|RBG|EUG|LTJ|GEG,PYE|ENI|RBG|EUG|LTJ|GEG,6,6,true,true,,exact_match
J144,C,DSM DBQ,DSM|DBQ,DSM|DBQ,2,2,true,true,,exact_match
J146,C,LAX DAG MISEN CLARR LAS BEALE NOOTN BETHL FREDD DICEE DVC HBU GLD LNK CNOTA IOW VORIN JOT GIJ ETG MIP FJC JFK,LAX|DAG|MISEN|CLARR|LAS|BEALE|NOOTN|BETHL|FREDD|DICEE|DVC|HBU|GLD|LNK|CNOTA|IOW|VORIN|JOT|GIJ|ETG|MIP|FJC|JFK,LAX|DAG|MISEN|CLARR|LAS|BEALE|NOOTN|BETHL|FREDD|DICEE|DVC|HBU|GLD|LNK|CNOTA|IOW|VORIN|JOT|GIJ|ETG|MIP|FJC|JFK,23,23,true,true,,exact_match
J148,C,OAL KROST DTA MTU CYS HANKI ONL GOOLD MCW,OAL|KROST|DTA|MTU|CYS|HANKI|ONL|GOOLD|MCW,OAL|KROST|DTA|MTU|CYS|HANKI|ONL|GOOLD|MCW,9,9,true,true,,exact_match
J149,C,AML GINYA RAMAY EYTEE SINDE GEFFS HACKS SUMET VLADY EMPTY MECAN ROD FWA,AML|GINYA|RAMAY|EYTEE|SINDE|GEFFS|HACKS|SUMET|VLADY|EMPTY|MECAN|ROD|FWA,AML|GINYA|RAMAY|EYTEE|SINDE|GEFFS|HACKS|SUMET|VLADY|EMPTY|MECAN|ROD|FWA,13,13,true,true,,exact_match
J15,C,IAH MARCS JCT FUSCO LOWGO INK CME HONDS CNX ABQ CURLY TANER PUMPS RSK BDROC SINSY JNC TCH TWF BOI IMB TIMEE BTG,IAH|MARCS|JCT|FUSCO|LOWGO|INK|CME|HONDS|CNX|ABQ|CURLY|TANER|PUMPS|RSK|BDROC|SINSY|JNC|TCH|TWF|BOI|IMB|TIMEE|BTG,IAH|MARCS|JCT|FUSCO|LOWGO|INK|CME|HONDS|CNX|ABQ|CURLY|TANER|PUMPS|RSK|BDROC|SINSY|JNC|TCH|TWF|BOI|IMB|TIMEE|BTG,23,23,true,true,,exact_match
J151,C,VUZ GETME BEATS DITZL VISQA CRELL FAM SLVER STL IRK OVR ONL RAP BIL JAPER HIA,VUZ|GETME|BEATS|DITZL|VISQA|CRELL|FAM|SLVER|STL|IRK|OVR|ONL|RAP|BIL|JAPER|HIA,VUZ|GETME|BEATS|DITZL|VISQA|CRELL|FAM|SLVER|STL|IRK|OVR|ONL|RAP|BIL|JAPER|HIA,16,16,true,true,,exact_match
J152,C,ROD TRAKK BLISS AVERE JST MIROY JUNEY HAR,ROD|TRAKK|BLISS|AVERE|JST|MIROY|JUNEY|HAR,ROD|TRAKK|BLISS|AVERE|JST|MIROY|JUNEY|HAR,8,8,true,true,,exact_match
J153,C,REO BKE BEAMO CHASS BLUNT GEG,REO|BKE|BEAMO|CHASS|BLUNT|GEG,REO|BKE|BEAMO|CHASS|BLUNT|GEG,6,6,true,true,,exact_match
J154,C,BAM SPRUZ BVL TCH OCS ALPOE AUTIM RAMMS AVVVS DVV DANDD SELLS RYLIE GCK,BAM|SPRUZ|BVL|TCH|OCS|ALPOE|AUTIM|RAMMS|AVVVS|DVV|DANDD|SELLS|RYLIE|GCK,BAM|SPRUZ|BVL|TCH|OCS|ALPOE|AUTIM|RAMMS|AVVVS|DVV|DANDD|SELLS|RYLIE|GCK,14,14,true,true,,exact_match
J156,C,ILC EKR,ILC|EKR,ILC|EKR,2,2,true,true,,exact_match
J157,C,MTU LAR BFF RAP,MTU|LAR|BFF|RAP,MTU|LAR|BFF|RAP,4,4,true,true,,exact_match
J158,C,MVA TOYBE RUBII SPRUZ LCU MLD BPI DDY RAP ABR,MVA|TOYBE|RUBII|SPRUZ|LCU|MLD|BPI|DDY|RAP|ABR,MVA|TOYBE|RUBII|SPRUZ|LCU|MLD|BPI|DDY|RAP|ABR,10,10,true,true,,exact_match
J159,C,BTG DSD,BTG|DSD,BTG|DSD,2,2,true,true,,exact_match
J16,C,BTG LAVAA KOTAA PDT CHASS DOXIE HIA BIL RECAP DPR FSD HAYNS ONTIJ MCW SABBO SIBER DUTYS BAE,BTG|LAVAA|KOTAA|PDT|CHASS|DOXIE|HIA|BIL|RECAP|DPR|FSD|HAYNS|ONTIJ|MCW|SABBO|SIBER|DUTYS|BAE,BTG|LAVAA|KOTAA|PDT|CHASS|DOXIE|HIA|BIL|RECAP|DPR|FSD|HAYNS|ONTIJ|MCW|SABBO|SIBER|DUTYS|BAE,18,18,true,true,,exact_match
J160,A,FAI AYKID FYU ADREW,FAI|AYKID|FYU|ADREW,FAI|AYKID|FYU|ADREW,4,4,true,true,,exact_match
J161,C,ZUN RSK,ZUN|RSK,ZUN|RSK,2,2,true,true,,exact_match
J162,C,DJB GAABE MAINE SPOOL AIR MGW BAABY LIZIO MRB,DJB|GAABE|MAINE|SPOOL|AIR|MGW|BAABY|LIZIO|MRB,DJB|GAABE|MAINE|SPOOL|AIR|MGW|BAABY|LIZIO|MRB,9,9,true,true,,exact_match
J163,C,BKE HOVEL BOI PIH OCS CHE,BKE|HOVEL|BOI|PIH|OCS|CHE,BKE|HOVEL|BOI|PIH|OCS|CHE,6,6,true,true,,exact_match
J166,C,SSO TCS CME DUMPS SPS,SSO|TCS|CME|DUMPS|SPS,SSO|TCS|CME|DUMPS|SPS,5,5,true,true,,exact_match
J167,A,JOH GKN DONEL BIG FYU POTAT,JOH|GKN|DONEL|BIG|FYU|POTAT,JOH|GKN|DONEL|BIG|FYU|POTAT|U.S. CANADIAN BORDER-2,6,7,false,false,6,token_count_mismatch
J168,C,SPS LAA,SPS|LAA,SPS|LAA,2,2,true,true,,exact_match
J169,C,LAX SLI TRM SHADI BLH SALOM KOFFA TFD,LAX|SLI|TRM|SHADI|BLH|SALOM|KOFFA|TFD,LAX|SLI|TRM|SHADI|BLH|SALOM|KOFFA|TFD,8,8,true,true,,exact_match
J17,C,SAT ROOMY ABI DUMPS TURKI PNH KENTO TBE PUB FQF CYS RAP,SAT|ROOMY|ABI|DUMPS|TURKI|PNH|KENTO|TBE|PUB|FQF|CYS|RAP,SAT|ROOMY|ABI|DUMPS|TURKI|PNH|KENTO|TBE|PUB|FQF|CYS|RAP,12,12,true,true,,exact_match
J170,C,CZI DDY MBW,CZI|DDY|MBW,CZI|DDY|MBW,3,3,true,true,,exact_match
J171,C,TBE TODDE HGO,TBE|TODDE|HGO,TBE|TODDE|HGO,3,3,true,true,,exact_match
J173,C,TCH ODUCE EKR,TCH|ODUCE|EKR,TCH|ODUCE|EKR,3,3,true,true,,exact_match
J175,C,CYS LAR DBS,CYS|LAR|DBS,CYS|LAR|DBS,3,3,true,true,,exact_match
J177,C,PSX KANNA,PSX|KANNA,PSX|KANNA|U.S. MEXICAN BORDER-1,2,3,false,false,2,token_count_mismatch
J178,C,FWA TORRR APE,FWA|TORRR|APE,FWA|TORRR|APE,3,3,true,true,,exact_match
J18,C,MZB GWIRE IPL HEEDS BZA HOGGZ MOHAK JUDTH GBN PXR FORPE CHEKR BOLIC VERNO SJN ABQ FTI KENTO DRAWL GCK SLN STJ BACNN CHASY ALBRT MZV,MZB|GWIRE|IPL|HEEDS|BZA|HOGGZ|MOHAK|JUDTH|GBN|PXR|FORPE|CHEKR|BOLIC|VERNO|SJN|ABQ|FTI|KENTO|DRAWL|GCK|SLN|STJ|BACNN|CHASY|ALBRT|MZV,MZB|GWIRE|IPL|HEEDS|BZA|HOGGZ|MOHAK|JUDTH|GBN|PXR|FORPE|CHEKR|BOLIC|VERNO|SJN|ABQ|FTI|KENTO|DRAWL|GCK|SLN|STJ|BACNN|CHASY|ALBRT|MZV,26,26,true,true,,exact_match
J180,C,LIT ZAVEL FTZ,LIT|ZAVEL|FTZ,LIT|ZAVEL|FTZ,3,3,true,true,,exact_match
J181,C,FUZ OKM,FUZ|OKM,FUZ|OKM,2,2,true,true,,exact_match
J182,C,GLD KIRKE RASCL ICT BURDN CHELI COODY RZC,GLD|KIRKE|RASCL|ICT|BURDN|CHELI|COODY|RZC,GLD|KIRKE|RASCL|ICT|BURDN|CHELI|COODY|RZC,8,8,true,true,,exact_match
J183,C,ELP PEQ,ELP|PEQ,ELP|PEQ,2,2,true,true,,exact_match
J187,C,MEM ZESAM BSIDE FTZ,MEM|ZESAM|BSIDE|FTZ,MEM|ZESAM|BSIDE|FTZ,4,4,true,true,,exact_match
J188,A,BET CERGU SQA,BET|CERGU|SQA,BET|CERGU|SQA,3,3,true,true,,exact_match
J189,C,AVE LIN LMT HRMNS MRTEN BTG ALDER SEA,AVE|LIN|LMT|HRMNS|MRTEN|BTG|ALDER|SEA,AVE|LIN|LMT|HRMNS|MRTEN|BTG|ALDER|SEA,8,8,true,true,,exact_match
J19,C,STL RBS OBK,STL|RBS|OBK,STL|RBS|OBK,3,3,true,true,,exact_match
J190,C,CRL KEEHO DORET ZORBO SLT KONJE REBBL CFB KODEY RKA ALB,CRL|KEEHO|DORET|ZORBO|SLT|KONJE|REBBL|CFB|KODEY|RKA|ALB,CRL|KEEHO|DORET|ZORBO|SLT|KONJE|REBBL|CFB|KODEY|RKA|ALB,11,11,true,true,,exact_match
J195,A,ANN UDENE FLIPS BKA,ANN|UDENE|FLIPS|BKA,ANN|UDENE|FLIPS|BKA,4,4,true,true,,exact_match
J196,C,BCE RIFMN EKR,BCE|RIFMN|EKR,BCE|RIFMN|EKR,3,3,true,true,,exact_match
J197,C,DVC HGO GLD,DVC|HGO|GLD,DVC|HGO|GLD,3,3,true,true,,exact_match
J198,C,MVA KROST ILC OFTEC RIFMN EKR,MVA|KROST|ILC|OFTEC|RIFMN|EKR,MVA|KROST|ILC|OFTEC|RIFMN|EKR,6,6,true,true,,exact_match
J199,C,ILC DTA OFFIG HELPR EKR,ILC|DTA|OFFIG|HELPR|EKR,ILC|DTA|OFFIG|HELPR|EKR,5,5,true,true,,exact_match
J2,C,MZB GWIRE IPL HEEDS BZA HOGGZ MOHAK JUDTH GBN ALMON TUS OLIIN ALIBY ELP FIGMO FST KEMPL JCT LEJON SAT IAH LCH LSU SJI MUURY INBRD CEW DEFUN,MZB|GWIRE|IPL|HEEDS|BZA|HOGGZ|MOHAK|JUDTH|GBN|ALMON|TUS|OLIIN|ALIBY|ELP|FIGMO|FST|KEMPL|JCT|LEJON|SAT|IAH|LCH|LSU|SJI|MUURY|INBRD|CEW|DEFUN,MZB|GWIRE|IPL|HEEDS|BZA|HOGGZ|MOHAK|JUDTH|GBN|ALMON|TUS|OLIIN|ALIBY|ELP|FIGMO|FST|KEMPL|JCT|LEJON|SAT|IAH|LCH|LSU|SJI|MUURY|INBRD|CEW|DEFUN,28,28,true,true,,exact_match
J20,C,SEA RADDY YKM BRUKK PDT BEAMO DNJ PIH OCS FQF QUAIL HGO LAA IRW ATOKA PLATE DECOD EIC BERKE MIXIE STAGE KAMEN MHZ MEI MGM,SEA|RADDY|YKM|BRUKK|PDT|BEAMO|DNJ|PIH|OCS|FQF|QUAIL|HGO|LAA|IRW|ATOKA|PLATE|DECOD|EIC|BERKE|MIXIE|STAGE|KAMEN|MHZ|MEI|MGM,SEA|RADDY|YKM|BRUKK|PDT|BEAMO|DNJ|PIH|OCS|FQF|QUAIL|HGO|LAA|IRW|ATOKA|PLATE|DECOD|EIC|BERKE|MIXIE|STAGE|KAMEN|MHZ|MEI|MGM,25,25,true,true,,exact_match
J202,C,FFU ODUCE OCS DDY,FFU|ODUCE|OCS|DDY,FFU|ODUCE|OCS|DDY,4,4,true,true,,exact_match
J203,C,BIL HILGR GTF,BIL|HILGR|GTF,BIL|HILGR|GTF,3,3,true,true,,exact_match
J204,C,DPR MLS HILGR GTF,DPR|MLS|HILGR|GTF,DPR|MLS|HILGR|GTF,4,4,true,true,,exact_match
J206,C,ALS HBU DBL NLSEN OCS,ALS|HBU|DBL|NLSEN|OCS,ALS|HBU|DBL|NLSEN|OCS,5,5,true,true,,exact_match
J21,C,TTXOX LRD SAT CWK ACT FUZ ADM IRW ICT PEABO GOSSL JUDGE OVR TODDO EYHUX GOOLD ONTIJ HARPI GEP DLH,TTXOX|LRD|SAT|CWK|ACT|FUZ|ADM|IRW|ICT|PEABO|GOSSL|JUDGE|OVR|TODDO|EYHUX|GOOLD|ONTIJ|HARPI|GEP|DLH,U.S. MEXICAN BORDER-2|TTXOX|LRD|SAT|CWK|ACT|FUZ|ADM|IRW|ICT|PEABO|GOSSL|JUDGE|OVR|TODDO|EYHUX|GOOLD|ONTIJ|HARPI|GEP|DLH,20,21,false,false,0,token_value_mismatch
J211,C,EMI JERES BUSTR LEONI JST,EMI|JERES|BUSTR|LEONI|JST,EMI|JERES|BUSTR|LEONI|JST,5,5,true,true,,exact_match
J212,C,TFD BXK CULTS HRRBR CURIV DECAS PSP,TFD|BXK|CULTS|HRRBR|CURIV|DECAS|PSP,TFD|BXK|CULTS|HRRBR|CURIV|DECAS|PSP,7,7,true,true,,exact_match
J217,C,HNK ZUUCS ETG,HNK|ZUUCS|ETG,HNK|ZUUCS|ETG,3,3,true,true,,exact_match
J22,C,CFDNC WEGUS LRD CRP HYNES PSX HEIGH LCH MCB MEI,CFDNC|WEGUS|LRD|CRP|HYNES|PSX|HEIGH|LCH|MCB|MEI,U.S. MEXICAN BORDER-3|CFDNC|WEGUS|LRD|CRP|HYNES|PSX|HEIGH|LCH|MCB|MEI,10,11,false,false,0,token_value_mismatch
J220,C,AML JERES BEETS MICAH VALLO FORTT BIGEO WUNDR SFK,AML|JERES|BEETS|MICAH|VALLO|FORTT|BIGEO|WUNDR|SFK,AML|JERES|BEETS|MICAH|VALLO|FORTT|BIGEO|WUNDR|SFK,9,9,true,true,,exact_match
J23,C,SAT HENLY SPURS JUMBO EDNAS HICOE MQP BATIK IRW PER JAMEY ICT,SAT|HENLY|SPURS|JUMBO|EDNAS|HICOE|MQP|BATIK|IRW|PER|JAMEY|ICT,SAT|HENLY|SPURS|JUMBO|EDNAS|HICOE|MQP|BATIK|IRW|PER|JAMEY|ICT,12,12,true,true,,exact_match
J231,C,TNP CADEZ HIPPI DRK NABOB PAYSO CHEAR SJN ACH,TNP|CADEZ|HIPPI|DRK|NABOB|PAYSO|CHEAR|SJN|ACH,TNP|CADEZ|HIPPI|DRK|NABOB|PAYSO|CHEAR|SJN|ACH,9,9,true,true,,exact_match
J232,C,MZV BURKK IRK,MZV|BURKK|IRK,MZV|BURKK|IRK,3,3,true,true,,exact_match
